date,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최다풍향(16방위),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),elec
20160701,25.0,23.3,29.8,64.0,5.3,2.0,180.0,22.9,89.1,997.8,1005.6,0.8,7.79,0.0,9.6,6.9,25.7,725686.3126406884
20160702,24.5,22.2,28.0,11.3,4.1,1.8,200.0,21.9,86.8,997.5,1005.3,3.6,16.12,0.0,8.5,7.4,27.7,724724.8914509689
20160703,22.7,20.4,24.4,13.7,2.9,1.1,200.0,21.1,91.0,1001.8,1009.7,0.0,6.18,0.0,9.9,6.6,23.8,727019.0716783212
20160704,22.1,20.0,24.6,179.1,3.9,1.6,110.0,21.5,97.0,1001.5,1009.5,0.0,3.42,0.0,10.0,6.9,22.3,726017.4735607242
20160705,25.8,22.1,30.4,14.5,6.5,2.4,180.0,23.9,90.0,1002.8,1010.6,2.2,13.38,0.0,9.6,6.0,27.6,725409.9261359972
20160706,24.3,22.8,27.1,38.8,3.6,1.3,200.0,23.3,94.5,1006.1,1014.0,0.6,7.66,0.0,9.6,7.0,26.0,727298.2940308725
20160707,25.7,22.6,30.3,3.0,5.4,1.5,180.0,23.1,87.0,1006.5,1014.3,7.3,22.69,0.0,8.5,5.8,29.8,726201.0520402888
20160708,26.9,21.6,32.6,0.1,3.0,1.0,20.0,22.2,77.4,1001.9,1009.7,11.6,28.51,0.0,2.6,2.6,32.1,726249.1519402801
20160709,27.5,22.7,33.1,0.0,2.4,0.9,20.0,22.5,75.8,998.5,1006.3,10.2,28.52,0.0,2.9,0.5,32.9,725895.1312353177
20160710,27.2,22.2,32.0,0.0,2.1,0.7,340.0,22.1,75.5,997.0,1004.8,8.5,22.85,0.0,7.3,1.5,31.2,726988.9908847156
20160711,27.1,23.9,32.9,0.3,4.2,1.4,110.0,22.9,78.9,996.4,1004.1,2.8,16.95,0.0,8.6,3.3,29.7,725740.5437795272
20160712,25.7,23.2,28.4,2.2,2.7,0.9,200.0,23.2,86.9,994.5,1002.3,1.7,12.11,0.0,8.9,6.9,27.0,726387.1201390863
20160713,26.3,23.1,30.4,0.0,3.4,1.2,320.0,22.1,79.3,993.6,1001.3,7.6,21.09,0.0,5.3,4.1,29.7,726536.2584765856
20160714,26.1,22.1,31.0,0.0,3.0,1.3,200.0,21.4,77.0,994.2,1002.0,7.8,22.16,0.0,5.8,4.9,32.1,725642.3138667323
20160715,25.9,22.7,30.0,1.3,6.6,2.3,110.0,20.1,71.6,996.0,1003.7,4.2,19.03,0.0,8.4,4.5,32.6,725239.9491788493
20160716,22.1,20.3,24.5,39.0,5.7,3.2,110.0,20.7,92.4,993.0,1000.8,0.4,4.32,0.0,9.6,7.4,22.5,725566.6459959357
20160717,23.3,21.1,26.4,0.5,4.1,1.9,200.0,20.1,83.1,999.8,1007.6,4.3,15.99,0.0,8.6,7.8,26.7,726674.3529152311
20160718,24.3,20.9,28.9,0.0,2.1,1.0,20.0,20.1,78.9,1002.7,1010.5,8.3,20.07,0.0,4.9,4.5,28.9,726596.8063894475
20160719,26.7,20.3,32.4,0.0,3.3,1.1,110.0,22.0,76.8,1003.2,1011.0,10.0,23.95,0.0,3.3,3.3,31.3,725979.1435439567
20160720,27.3,23.8,31.8,0.0,4.7,3.2,110.0,22.7,77.3,1004.1,1011.9,10.2,27.09,0.0,5.5,3.0,33.4,726503.5538430052
20160721,27.0,22.2,31.6,0.0,4.4,3.0,110.0,21.9,74.6,1003.7,1011.5,11.6,27.1,0.0,5.9,1.6,34.3,727790.2512251873
20160722,28.4,23.6,33.2,0.0,4.2,2.8,110.0,22.7,71.8,1002.1,1009.9,10.4,25.54,0.0,5.6,3.6,33.1,726692.9817938048
20160723,29.5,24.8,33.6,0.0,3.2,1.6,110.0,24.0,73.5,1001.5,1009.2,11.1,22.89,0.0,5.3,2.9,36.8,725782.5584196241
20160724,29.6,26.4,32.9,0.0,4.4,1.5,230.0,25.0,76.8,1002.7,1010.4,8.1,21.88,0.0,5.8,3.3,36.8,724838.4896096219
20160725,29.2,26.9,32.5,0.0,3.1,1.4,200.0,24.2,75.0,1002.9,1010.7,6.7,15.99,0.0,6.8,4.9,33.1,726126.1170190807
20160726,29.0,24.2,33.3,0.0,3.5,1.4,200.0,23.4,73.5,1000.2,1007.9,11.0,24.52,0.0,5.3,3.9,36.2,726391.9295937462
20160727,28.7,25.9,31.8,0.1,4.7,1.8,200.0,24.3,77.9,997.7,1005.4,5.1,15.47,0.0,7.4,5.4,32.1,724484.1303309902
20160728,28.9,25.1,32.3,0.0,4.4,2.2,200.0,22.8,70.5,998.7,1006.4,11.4,25.33,0.0,4.5,3.9,36.5,726281.8829413225
20160729,28.2,24.1,32.5,0.0,3.7,1.1,320.0,24.4,80.5,1001.5,1009.3,7.5,17.61,0.0,6.8,4.5,34.4,726262.7021840737
20160730,29.1,26.3,34.0,0.0,3.4,1.2,20.0,25.4,81.5,1003.6,1011.4,6.9,17.79,0.0,6.0,4.6,35.4,725695.3260222373
20160731,29.9,26.2,34.7,0.0,3.4,1.2,340.0,25.1,77.3,1003.7,1011.4,11.0,24.85,0.0,5.0,5.0,38.3,726612.1388893254
20160801,28.7,25.3,32.9,0.0,3.7,1.0,340.0,24.4,78.6,1002.4,1010.2,4.9,19.06,0.0,5.6,3.3,34.8,774350.4376771209
20160802,27.3,23.9,30.3,0.1,5.6,1.0,20.0,23.9,82.1,1001.3,1009.0,0.0,9.89,0.0,9.1,4.4,31.8,774528.4284446437
20160803,28.3,23.2,34.0,0.0,2.4,0.9,230.0,23.1,75.5,1001.5,1009.2,10.3,23.56,0.0,6.3,3.8,36.2,774402.5756588831
20160804,29.9,24.5,35.5,0.0,3.3,1.3,90.0,23.6,70.8,1001.7,1009.4,11.6,24.22,0.0,3.0,1.1,38.4,775753.9906157053
20160805,30.7,25.5,35.8,0.0,2.9,1.1,290.0,23.8,69.0,1001.9,1009.6,11.8,28.0,0.0,1.8,1.8,39.9,776359.8031687221
20160806,29.6,25.6,35.4,1.0,4.5,1.1,340.0,24.1,74.3,1000.5,1008.2,9.7,22.07,0.0,4.0,3.3,37.1,776510.3309813574
20160807,28.8,24.3,34.9,6.7,3.3,1.1,320.0,24.3,78.4,999.6,1007.3,9.4,21.61,0.0,2.8,2.8,33.4,777396.023778816
20160808,29.7,24.5,34.8,0.0,2.5,1.0,360.0,23.9,72.8,999.7,1007.4,11.9,24.82,0.0,3.4,2.8,33.9,776558.5440681138
20160809,28.4,25.4,34.3,7.7,4.1,1.4,90.0,24.4,80.9,1000.7,1008.4,7.2,16.37,0.0,4.3,3.0,34.4,774866.2836757447
20160810,29.3,25.2,34.6,0.0,2.7,1.0,340.0,24.3,76.4,1002.2,1009.9,11.5,24.91,0.0,2.4,2.4,32.0,776944.1934841956
20160811,29.9,24.4,35.6,0.0,2.7,1.1,360.0,23.5,70.1,1002.0,1009.7,12.8,27.8,0.0,0.5,0.5,35.6,776631.396847105
20160812,30.3,24.9,36.5,0.0,2.6,1.1,360.0,23.0,67.5,1000.0,1007.7,12.6,27.91,0.0,0.3,0.3,37.7,776761.5189801691
20160813,30.2,25.2,36.0,0.0,3.1,1.2,320.0,23.8,70.6,998.6,1006.3,12.0,27.69,0.0,1.6,1.6,38.9,775435.9188307619
20160814,29.9,26.1,35.0,0.0,3.0,1.3,340.0,24.8,75.1,997.1,1004.7,9.5,23.16,0.0,3.4,3.4,38.6,774693.5657285894
20160815,30.0,26.5,35.5,0.0,3.3,1.2,360.0,23.5,70.6,994.3,1001.9,8.9,22.99,0.0,6.8,5.4,38.8,777899.5800743974
20160816,29.9,26.1,35.5,0.0,3.1,1.3,320.0,21.9,64.1,993.7,1001.4,9.0,23.67,0.0,5.8,4.5,36.2,775283.5586368535
20160817,29.8,24.7,35.1,0.0,2.5,1.2,340.0,22.5,66.4,995.8,1003.5,11.1,23.53,0.0,3.9,1.8,39.2,775317.808582179
20160818,29.7,25.3,34.8,0.0,6.4,1.4,90.0,23.5,70.6,997.9,1005.5,5.8,18.03,0.0,7.3,3.3,37.6,774404.4334442078
20160819,30.3,25.0,37.3,0.0,3.2,1.2,20.0,22.5,66.5,998.7,1006.3,9.0,23.54,0.0,6.1,3.3,39.6,776130.7350639517
20160820,31.2,26.2,37.6,0.0,4.7,2.2,110.0,20.8,56.4,998.3,1006.0,10.4,25.26,0.0,4.8,3.5,40.8,775310.3322606523
20160821,29.7,25.2,34.9,0.0,3.9,2.1,140.0,19.9,56.6,998.3,1006.0,9.6,21.44,0.0,3.3,2.8,35.4,776638.4457855222
20160822,30.3,24.0,36.7,0.0,2.8,1.1,320.0,21.4,61.5,998.3,1005.9,11.4,23.9,0.0,1.5,1.5,39.5,776824.2861506006
20160823,28.8,25.4,33.4,13.7,3.9,2.1,110.0,23.3,74.3,998.7,1006.4,5.1,14.69,0.0,7.4,5.3,33.9,776097.1379701478
20160824,28.9,23.7,34.5,0.0,3.0,1.3,340.0,21.4,66.8,999.0,1006.7,11.5,25.78,0.0,2.8,2.6,32.0,774639.6977439866
20160825,28.5,23.8,33.9,0.0,4.2,1.2,290.0,21.2,65.9,997.7,1005.4,8.0,18.45,0.0,5.1,3.9,30.0,775127.8924523848
20160826,22.0,19.1,27.4,17.2,5.0,2.1,140.0,19.1,84.4,1000.7,1008.6,0.0,3.15,0.0,8.5,4.5,24.0,775723.1606559384
20160827,22.6,18.0,27.9,0.0,5.5,2.3,90.0,15.1,63.9,1000.9,1008.8,4.8,16.7,0.0,7.4,5.8,23.1,775694.9846813603
20160828,20.0,17.8,24.5,3.7,3.7,1.8,360.0,16.6,81.8,996.7,1004.7,2.6,10.8,0.0,8.8,6.8,22.1,775602.2573961427
20160829,20.5,15.8,27.2,3.1,4.1,1.6,340.0,15.3,75.1,994.2,1002.1,9.9,22.85,0.0,4.0,4.0,24.7,777848.8911923484
20160830,19.6,16.6,22.6,0.6,3.9,1.7,270.0,16.4,82.6,985.9,993.8,2.0,6.9,0.0,7.3,6.5,20.8,774699.7539178699
20160831,21.8,17.6,24.8,3.6,5.5,3.2,270.0,16.5,72.9,985.7,993.5,1.7,10.55,0.0,8.9,7.0,20.8,775380.8448271385
20160901,26.6,22.9,31.5,0.7,6.6,3.1,180.0,18.8,64.3,993.8,1001.5,10.4,19.32,0.0,5.0,5.0,25.7,804806.2539692235
20160902,22.7,21.2,24.9,1.5,5.6,2.9,110.0,19.2,81.0,999.1,1007.0,2.4,9.84,0.0,8.5,5.6,25.0,806066.8489780483
20160903,25.0,20.8,30.3,0.0,4.7,1.6,110.0,20.3,76.0,1000.7,1008.5,8.3,19.6,0.0,5.1,4.8,27.6,807265.5132023337
20160904,26.2,22.3,30.4,0.0,2.5,1.0,340.0,22.3,80.3,1002.6,1010.4,2.0,13.24,0.0,8.8,5.4,27.7,806841.4716817472
20160905,26.2,24.0,30.5,0.0,3.5,0.8,320.0,22.8,82.4,1002.0,1009.7,5.0,13.15,0.0,6.0,4.4,28.2,806221.0716503677
20160906,24.4,21.5,28.1,0.0,2.2,0.9,340.0,20.3,79.0,1001.6,1009.5,2.1,10.63,0.0,8.4,6.6,26.5,807738.320456277
20160907,23.7,19.8,27.8,0.0,2.9,0.9,320.0,19.1,76.8,998.9,1006.7,2.3,13.48,0.0,8.1,6.6,27.7,807285.7597291311
20160908,23.3,19.7,28.9,22.8,4.2,1.2,290.0,19.3,80.3,999.4,1007.3,7.3,16.9,0.0,5.3,4.0,27.6,806819.1878728993
20160909,23.9,20.2,28.8,0.7,2.7,1.0,320.0,20.0,80.8,1002.0,1009.9,8.4,19.19,0.0,4.0,2.9,27.1,804370.6905997265
20160910,23.2,19.1,28.7,0.6,5.8,1.2,340.0,19.7,82.5,1004.4,1012.4,5.0,16.31,0.0,5.9,4.1,25.7,805003.666489774
20160911,23.9,19.6,28.5,0.0,2.7,1.0,90.0,19.3,77.5,1006.9,1014.9,5.8,15.74,0.0,6.8,5.6,26.7,805729.5485224136
20160912,23.5,21.0,27.8,9.8,4.0,1.7,110.0,19.4,78.9,1008.5,1016.5,5.7,15.95,0.0,6.1,3.4,25.8,805715.7764199652
20160913,24.1,18.7,29.5,0.0,2.6,1.0,340.0,18.8,73.9,1009.9,1017.8,10.6,21.82,0.0,2.8,1.3,26.4,807031.7178426116
20160914,24.2,20.5,29.1,0.0,2.8,1.0,290.0,18.9,73.5,1009.8,1017.7,5.8,16.18,0.0,7.3,2.8,26.4,806826.4299861048
20160915,23.5,18.4,28.7,0.0,1.9,0.8,320.0,17.9,73.0,1008.5,1016.4,7.5,18.16,0.0,6.4,2.5,25.5,806648.4695001831
20160916,22.4,20.7,25.4,6.9,2.1,0.6,180.0,19.7,85.3,1007.2,1015.1,0.0,7.02,0.0,10.0,7.0,24.0,806940.4006865671
20160917,20.2,19.6,21.3,97.8,4.4,1.5,360.0,19.7,96.9,1003.0,1011.0,0.0,2.92,0.0,10.0,3.0,21.5,806973.8050497071
20160918,19.1,18.1,20.7,12.5,4.6,2.1,360.0,17.6,91.6,1003.8,1011.8,0.0,6.13,0.0,9.8,6.8,21.4,808539.8530576393
20160919,20.0,17.4,23.6,0.0,6.1,2.3,90.0,15.4,75.6,1004.5,1012.5,0.4,10.3,0.0,6.6,6.3,21.7,804587.7056380375
20160920,19.2,13.7,24.7,0.0,3.3,1.4,360.0,11.9,64.6,1008.5,1016.6,11.4,23.09,0.0,1.5,0.9,22.4,805597.1220940263
20160921,19.1,12.8,23.6,0.0,4.0,1.5,90.0,12.7,68.4,1012.8,1020.9,7.5,16.87,0.0,5.4,1.6,20.8,806280.455749884
20160922,20.6,17.1,25.9,0.0,2.7,1.0,110.0,14.9,71.3,1010.3,1018.3,7.4,17.9,0.0,4.0,3.6,22.5,806889.6329801414
20160923,20.8,15.4,27.0,0.0,2.0,0.8,290.0,15.8,75.0,1009.2,1017.2,9.2,19.64,0.0,3.1,1.9,23.0,806003.2814233609
20160924,21.7,16.4,28.1,0.0,2.0,0.8,340.0,16.4,74.3,1008.4,1016.3,10.4,20.84,0.0,1.9,0.6,24.6,805495.0438643931
20160925,20.8,17.2,24.7,0.0,1.8,0.6,320.0,18.1,85.3,1009.1,1017.1,2.5,8.38,0.0,7.5,5.8,22.0,806149.5869013609
20160926,22.1,18.3,26.8,0.0,2.8,1.0,90.0,19.0,83.3,1008.4,1016.4,2.5,9.8,0.0,7.0,4.8,23.3,806575.3614556034
20160927,22.4,20.3,25.8,39.7,3.2,1.0,340.0,21.0,92.0,1008.0,1016.0,2.0,8.26,0.0,8.9,4.5,24.1,806757.9798231162
20160928,21.8,18.1,26.0,0.0,2.4,0.9,340.0,19.0,85.0,1006.9,1014.8,4.7,13.86,0.0,8.3,3.0,23.2,806866.1406888029
20160929,20.1,18.0,22.0,0.0,5.7,3.2,110.0,16.4,79.8,1008.5,1016.5,0.2,8.5,0.0,9.6,6.4,21.8,806649.4897461794
20160930,17.6,16.2,18.5,3.0,3.2,1.0,110.0,16.0,90.9,1008.0,1016.1,0.0,2.86,0.0,8.6,3.3,18.6,805564.7806754687
20161001,18.6,15.7,21.7,0.6,2.2,0.8,20.0,17.1,91.6,1010.1,1018.2,0.2,7.15,0.0,9.1,5.8,19.7,733222.6819666885
20161002,20.7,17.6,23.4,0.5,2.6,0.8,360.0,18.7,88.9,1006.3,1014.3,0.9,7.33,0.0,8.3,6.6,21.8,730405.4799947814
20161003,23.4,19.6,26.8,6.1,4.4,1.6,200.0,21.8,91.3,1002.4,1010.3,4.7,9.68,0.0,5.9,5.8,24.0,733942.6581082816
20161004,22.1,17.7,27.9,0.0,6.7,2.8,110.0,17.9,78.8,1006.9,1014.8,8.7,19.62,0.0,2.8,2.5,23.1,732926.8708395989
20161005,19.6,17.7,24.3,21.6,5.5,1.9,50.0,17.7,89.1,1003.1,1011.0,3.8,8.66,0.0,7.1,4.8,21.2,732953.6201940039
20161006,18.2,14.4,23.9,0.0,2.4,1.1,340.0,12.9,73.9,1012.9,1021.1,10.5,20.16,0.0,0.9,0.9,20.6,732901.6916326274
20161007,18.5,14.2,24.3,22.4,5.7,2.5,110.0,15.2,82.8,1011.9,1020.0,5.2,12.31,0.0,7.8,3.6,19.2,732793.6279903593
20161008,17.2,14.2,21.8,32.3,4.2,1.6,320.0,13.5,80.4,1005.0,1013.1,5.2,11.83,0.0,6.4,3.5,18.8,731769.3614721029
20161009,11.8,7.6,16.7,0.0,5.0,1.8,360.0,4.6,62.6,1011.8,1020.1,10.7,20.4,0.0,2.9,2.1,15.4,733421.1665574887
20161010,12.7,8.4,18.5,0.0,2.1,0.9,320.0,7.8,73.9,1012.8,1021.1,6.3,13.15,0.0,7.0,4.3,15.1,732545.3198897581
20161011,14.3,10.3,20.5,0.0,2.1,0.7,320.0,10.1,78.4,1012.6,1020.9,7.2,13.2,0.0,6.0,1.3,16.5,733510.2832347605
20161012,14.9,11.0,21.0,0.0,2.5,1.0,320.0,8.1,66.9,1014.2,1022.4,9.1,17.6,0.0,6.1,3.5,16.9,732225.1935488023
20161013,14.1,10.4,20.1,0.0,1.6,0.6,320.0,8.1,69.1,1015.3,1023.6,3.7,12.12,0.0,7.0,1.0,15.2,733636.5826214671
20161014,15.2,8.6,22.9,0.0,2.2,0.8,320.0,10.5,76.0,1017.2,1025.5,9.5,16.27,0.0,0.0,0.0,16.4,732556.9773639297
20161015,17.3,10.7,25.2,0.0,2.7,0.9,320.0,12.0,74.4,1017.1,1025.3,6.8,14.84,0.0,4.4,2.1,17.8,732579.2044689147
20161016,16.9,15.2,20.3,6.8,3.0,0.9,110.0,14.5,86.5,1011.5,1019.7,0.0,5.21,0.0,9.6,7.8,17.1,731670.8383392494
20161017,17.6,14.5,23.2,1.0,2.5,0.9,340.0,14.8,85.1,1009.9,1018.0,6.9,14.43,0.0,5.9,4.8,19.1,732551.059684295
20161018,16.1,13.0,21.5,0.0,2.0,0.7,340.0,14.4,90.0,1012.0,1020.1,3.7,9.7,0.0,5.8,2.4,18.0,733297.8354506987
20161019,17.2,12.8,23.6,0.0,1.9,0.8,290.0,14.0,83.5,1010.4,1018.5,9.0,14.94,0.0,1.4,0.8,17.6,732381.065415546
20161020,16.7,11.2,22.7,0.0,5.7,1.5,110.0,13.3,82.0,1011.3,1019.5,4.5,11.49,0.0,6.3,2.0,17.5,730284.2742948544
20161021,16.8,15.7,18.8,0.0,6.2,3.5,110.0,12.5,76.3,1011.9,1020.0,0.0,5.66,0.0,9.6,6.4,16.7,731583.0239401056
20161022,17.5,14.3,22.1,0.0,4.0,1.5,140.0,12.6,73.9,1006.3,1014.4,5.7,11.57,0.0,8.4,5.5,18.8,732056.8926662756
20161023,15.0,11.4,17.9,1.0,5.7,2.9,110.0,11.1,77.9,1008.1,1016.3,0.0,4.86,0.0,9.3,7.1,15.3,732743.4855066694
20161024,15.5,9.8,20.4,0.0,4.5,2.0,110.0,9.3,67.5,1009.5,1017.7,8.9,15.78,0.0,6.4,4.9,17.0,733801.437104237
20161025,14.7,12.3,20.0,21.4,4.4,1.6,110.0,12.8,89.1,1004.4,1012.6,4.4,6.86,0.0,7.9,5.5,16.1,733022.1311424021
20161026,13.4,10.8,16.8,0.0,1.9,0.9,320.0,11.3,87.9,1012.1,1020.4,1.9,7.63,0.0,7.1,6.8,14.5,732692.4862323138
20161027,14.2,10.2,18.0,0.0,6.4,2.1,110.0,11.0,82.3,1014.7,1023.0,0.4,6.85,0.0,7.5,7.5,14.3,732826.4581574538
20161028,13.5,11.1,15.7,8.9,4.6,1.2,340.0,12.0,91.4,1009.0,1017.3,0.0,2.97,0.0,9.3,6.4,14.2,732006.2563480025
20161029,9.2,6.1,13.5,0.0,3.0,1.0,340.0,3.5,68.4,1017.5,1026.0,2.0,9.72,0.0,7.6,4.8,12.0,732644.6370862129
20161030,7.1,1.2,14.5,0.0,2.5,1.0,320.0,-2.5,54.8,1021.4,1030.0,10.0,17.23,0.0,2.3,0.1,9.8,731697.2870260881
20161031,7.8,4.9,10.4,0.0,4.5,1.1,320.0,2.6,70.0,1018.8,1027.3,0.0,2.68,0.0,9.3,7.4,8.9,731583.5334264929
20161101,3.4,-0.7,9.4,0.0,4.8,1.6,360.0,-4.7,57.3,1022.3,1031.0,9.9,16.56,0.0,0.6,0.1,6.9,723781.4752518338
20161102,5.1,-2.4,11.7,0.0,3.4,1.2,320.0,-1.9,64.1,1019.5,1028.1,9.8,15.5,0.0,1.1,1.1,6.5,723112.5589300836
20161103,8.1,3.7,14.8,0.0,3.5,0.9,200.0,3.8,76.3,1014.4,1022.8,5.9,9.3,0.0,3.3,2.9,8.6,724916.7172938319
20161104,9.9,2.7,17.4,0.0,3.9,1.2,180.0,5.8,77.5,1009.4,1017.8,8.3,12.16,0.0,3.3,3.3,9.5,723715.6052869596
20161105,13.3,8.7,19.2,0.0,2.7,1.1,110.0,9.9,81.3,1006.7,1014.9,5.2,8.25,0.0,6.4,6.4,11.5,722965.1934706311
20161106,13.3,9.8,18.2,0.0,6.4,3.0,110.0,9.5,78.9,1015.7,1024.1,7.8,13.17,0.0,6.4,6.4,14.1,724830.5462019428
20161107,14.3,10.8,18.8,2.7,4.3,1.9,110.0,9.1,72.5,1015.0,1023.2,5.2,10.18,0.0,7.9,5.8,13.9,723708.767164362
20161108,6.9,0.9,12.3,5.0,4.3,2.2,320.0,1.1,69.0,1016.6,1025.1,6.8,11.92,0.0,3.9,3.5,10.0,722353.4972689088
20161109,3.1,-3.1,9.8,0.0,3.6,1.1,340.0,-5.6,54.0,1020.8,1029.5,9.5,14.87,0.0,2.1,1.1,4.9,724994.2826126047
20161110,6.8,2.4,12.0,5.2,3.0,1.0,320.0,3.3,79.3,1013.1,1021.6,0.6,5.32,0.0,9.0,7.0,7.4,723659.9821526216
20161111,9.3,5.8,14.8,1.4,3.6,1.5,320.0,5.2,78.1,1011.5,1019.9,7.4,10.29,0.0,3.1,3.1,9.0,724997.6476792295
20161112,9.7,2.7,18.6,0.0,3.4,1.1,270.0,5.1,76.9,1014.7,1023.1,7.1,11.72,0.0,1.5,1.1,9.1,725019.2203980947
20161113,12.1,6.6,18.1,0.0,3.1,0.9,320.0,8.3,79.4,1013.5,1021.9,2.2,7.82,0.0,7.0,3.6,11.2,723943.2988459514
20161114,15.3,9.5,21.9,0.1,3.1,1.1,320.0,11.6,80.1,1008.1,1016.3,6.7,10.67,0.0,6.4,4.3,14.6,725024.0749378381
20161115,8.3,2.7,14.6,0.0,3.7,1.5,340.0,-1.5,52.6,1013.1,1021.5,9.1,14.19,0.0,0.9,0.5,9.9,722449.3068484749
20161116,5.7,-0.5,12.9,0.0,2.1,0.9,320.0,-1.6,63.4,1015.7,1024.3,8.6,11.37,0.0,2.1,0.3,6.1,723562.0712295234
20161117,8.1,3.3,15.4,0.0,1.8,0.8,320.0,1.6,65.9,1016.3,1024.8,7.5,10.67,0.0,2.5,1.4,8.2,724873.1764630915
20161118,9.0,3.0,13.8,8.7,2.0,0.8,290.0,6.3,84.1,1010.7,1019.1,3.3,6.05,0.0,6.9,4.0,8.4,723788.4162631859
20161119,12.6,10.4,14.3,0.7,1.6,0.5,340.0,12.0,96.3,1006.5,1014.7,0.0,2.35,0.0,9.9,7.8,12.4,724416.4422766316
20161120,11.5,6.7,16.4,0.0,2.3,1.1,340.0,6.9,76.0,1012.8,1021.2,8.6,12.29,0.0,3.0,2.0,12.3,725519.0249946412
20161121,8.7,5.5,11.6,0.1,2.4,0.6,320.0,7.0,89.1,1010.5,1018.9,0.0,2.33,0.0,7.5,4.9,8.6,724017.4489894095
20161122,4.9,0.7,9.5,0.0,4.8,1.9,320.0,-1.9,63.0,1014.6,1023.2,3.8,5.9,0.0,8.0,4.3,7.0,723928.0659361373
20161123,0.8,-3.3,6.2,0.0,3.6,1.5,340.0,-10.5,44.9,1018.7,1027.5,8.2,11.35,0.0,5.9,0.5,2.7,723894.22185628
20161124,-0.2,-4.9,5.2,0.0,4.0,1.6,340.0,-8.6,54.8,1019.6,1028.4,9.1,13.18,0.0,0.9,0.9,2.4,723305.9841364777
20161125,1.4,-3.2,7.8,0.0,2.4,0.9,320.0,-5.0,64.0,1019.9,1028.6,7.3,9.85,0.0,3.1,2.1,2.3,723161.1059649197
20161126,0.2,-2.9,3.3,3.0,3.3,0.7,320.0,-1.7,87.5,1016.4,1025.2,0.0,2.33,0.0,7.3,6.1,0.4,723439.998108597
20161127,3.0,1.0,7.1,0.5,2.3,0.7,90.0,1.9,93.3,1013.8,1022.5,3.1,6.81,0.0,9.1,8.4,5.2,724739.5502704616
20161128,2.8,-0.4,8.4,0.0,3.2,1.2,340.0,-2.3,72.0,1019.8,1028.5,8.0,11.58,0.0,2.1,2.1,3.5,723143.6356844377
20161129,1.9,-3.4,8.8,0.0,2.9,0.9,340.0,-5.6,61.8,1025.0,1033.8,9.0,12.84,0.0,0.4,0.0,2.8,722994.6153433234
20161130,5.5,-0.7,11.5,2.1,3.2,1.1,200.0,1.7,77.8,1018.5,1027.1,1.2,5.65,0.0,8.4,7.1,4.2,722555.4936293587
20161201,5.6,0.1,10.1,0.0,5.4,2.0,290.0,-1.2,65.3,1018.8,1027.4,5.9,7.91,0.0,3.3,3.3,5.2,763975.7983930119
20161202,1.8,-4.1,8.5,0.0,2.8,1.1,340.0,-5.1,62.1,1023.4,1032.1,9.0,12.31,0.0,0.0,0.0,2.5,762284.3965611982
20161203,3.2,-2.8,10.8,0.0,1.6,0.7,320.0,-1.9,71.3,1018.6,1027.3,7.9,11.16,0.0,2.9,0.5,3.2,763653.1382586048
20161204,4.1,-0.2,8.8,0.0,1.6,0.7,320.0,0.2,76.8,1010.9,1019.5,0.9,4.94,0.0,7.6,7.4,3.7,761178.5830170033
20161205,8.9,4.7,14.2,0.2,4.6,1.9,320.0,3.3,69.1,1010.2,1018.6,3.7,6.22,0.0,7.9,7.9,7.4,762455.9774456975
20161206,1.2,-2.6,6.6,0.0,4.2,1.6,320.0,-9.1,48.4,1017.9,1026.7,8.8,12.27,0.0,0.0,0.0,2.4,762850.8453584863
20161207,2.2,-4.4,8.7,0.2,2.5,0.9,110.0,-2.3,72.4,1013.8,1022.4,4.0,6.26,0.0,5.4,4.9,2.3,763184.0669114902
20161208,4.1,-1.8,9.8,1.9,3.6,1.2,200.0,0.2,77.9,1010.5,1019.1,5.3,9.1,0.0,6.0,3.9,3.5,763151.5460275962
20161209,4.1,-1.0,7.9,0.3,4.3,2.0,320.0,-1.7,67.4,1012.0,1020.6,6.4,7.8,0.0,4.4,3.8,4.6,763698.5056013368
20161210,-0.1,-4.4,6.4,0.0,3.2,1.1,320.0,-8.6,56.0,1018.7,1027.4,8.8,11.96,0.0,0.0,0.0,1.3,764024.8969254937
20161211,-0.6,-6.2,6.9,0.0,2.9,0.7,320.0,-8.7,57.1,1020.1,1028.9,8.8,12.06,0.0,0.6,0.6,0.5,764392.9043573883
20161212,4.3,-3.2,11.0,0.0,2.0,0.7,320.0,-4.0,56.4,1015.5,1024.1,6.5,8.18,0.0,7.3,5.8,3.1,762258.3309232878
20161213,4.5,1.0,9.6,0.0,2.9,1.1,340.0,0.3,74.9,1010.9,1019.5,3.9,7.2,0.0,4.6,2.1,3.5,762060.80544247
20161214,0.0,-2.9,2.7,0.0,2.9,1.1,320.0,-4.0,74.9,1012.2,1020.9,2.2,4.46,0.0,4.9,4.4,0.4,763405.01020636
20161215,-1.4,-5.9,3.0,0.0,5.5,2.1,320.0,-9.5,55.6,1015.6,1024.4,7.7,11.26,0.0,2.4,2.4,1.0,764444.3202825892
