date,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최다풍향(16방위),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),watt
20150117,-1.5,-5,3.3,0,5.1,2.3,320,-9.9,54.6,1020.2,1029.1,8.8,13.41,0,1.9,1.4,1,1152.24641
20150118,-0.6,-7.6,6.3,5.4,4.7,1.3,180,-5.2,73.1,1015.1,1023.8,7.5,11.87,2,4.3,3,-0.4,1149.825431
20150119,1.8,-2.5,5,0,5.1,2.3,290,-2.1,75.5,1015.1,1023.7,2.3,5.16,1.7,5.3,5.3,0.6,1185.363102
20150120,0.4,-5.2,6.7,0,2.2,0.9,320,-4.4,71.9,1018.8,1027.5,8.6,12.12,0,3.9,0.8,0.9,1175.905185
20150121,2.5,-1.2,6.2,3.5,1.8,0.8,320,-0.4,82.3,1013.6,1022.2,0,4.14,0,8.8,3.147782705,2.1,1201.83183
20150122,3.1,1.4,6.1,3,2.4,0.9,340,1,87,1010.6,1019.2,0.5,4.96,0,8.9,3.147782705,3.3,1193.240986
20150123,1.1,-1.6,5.8,0,4.5,1.2,320,-1.5,83.9,1014.4,1023.1,5.2,9.63,0,3.5,3.5,1.6,1229.657213
20150124,2.8,-1.7,8.7,0,2.8,0.9,320,-1.1,76.8,1018,1026.7,4.9,8.97,0,5.8,5.4,2.3,1180.41516
20150125,3.5,-1.3,8.4,2,3.4,1,320,1.1,85.4,1015.7,1024.4,0.9,5.04,0,8.5,3.147782705,3.3,1157.206507
20150126,5.3,2.5,7.7,0.3,3.2,1,340,4.3,94,1011.5,1020.1,0,1.82,0,9.7,3.147782705,5,1184.796069
20150127,-0.8,-6.2,3.4,0,4.3,2,248.5172982,-6.2,67.9,1016.2,1025,6.8,12.19,0,2.4,2.4,1.5,1168.882911
20150128,-3.4,-8.2,2.8,0,2.7,1.1,248.5172982,-9.9,62.9,1020.3,1029.2,7.8,13.32,0,3,0.9,-1.3,1158.387611
20150129,-0.2,-4,2.9,1.2,2.7,0.7,340,-2.5,84.4,1018.2,1027,0,4.07,0.5,9.1,3.147782705,0.2,1190.931718
20150130,-0.9,-4.5,2.9,0,5,2.1,320,-6.7,66.9,1017.5,1026.4,9,11.86,0.5,3.9,3.3,0.8,1193.667611
20150131,-3.5,-7.9,2.5,0,3,1.2,340,-10.8,59.4,1023.6,1032.6,9.5,15.23,0,0.1,0.1,-1.4,1173.638511
20150201,-2.3,-8.6,5.5,0,2.4,0.9,320,-9.9,59.4,1024.6,1033.5,9.6,15.45,0,0.3,0,-1,1094.16948
20150202,-0.5,-5.8,6.7,0,2,0.8,320,-8.8,57.3,1023,1031.9,8,13.14,0,3.1,0.6,0.1,1134.824478
20150203,0.5,-5.2,7.1,0,2,0.8,320,-6.6,61.3,1020.5,1029.3,5.5,10.2,0,5.3,1.4,0.1,1109.696876
20150204,0,-4.1,4.9,0,2.9,1.1,320,-3.2,80.1,1015,1023.8,4.7,8.43,0,4.8,3.6,-0.1,1130.483266
20150205,0.5,-3.1,5.3,0,3.7,1.5,320,-4.3,71.6,1015.4,1024.2,7.4,10.1,0,2.8,2.8,1,1143.753498
20150206,1.4,-3,7.8,0,4.5,1.5,200,-3.8,70.3,1017.6,1026.3,9.3,14.85,0,3.8,1.8,2,1113.714587
20150207,1.7,-2.5,5.4,0,4,1.1,320,-2.5,74.6,1013.3,1022,3.2,8.05,0,7.5,5.1,1.7,1126.788339
20150208,-6,-8.8,2.8,0,6,3.6,320,-15.3,48.9,1018.1,1027.1,9.4,16.61,0,0.9,0.9,-2,1116.599589
20150209,-4.5,-12.4,1.4,0,4.6,1.8,290,-12,57.6,1019.4,1028.4,9.1,14.99,0,3.3,3.3,-2.4,1117.910909
20150210,3.8,-0.5,9.2,0,3.6,2.1,200,-2.5,65.1,1010.6,1019.2,8.7,11.96,0,4.4,4.3,1.6,1154.408379
20150211,5.2,1.8,9.6,0,3.1,1.8,200,0.4,72.4,1005.1,1013.6,6,9.53,0,6.1,5.4,2.7,1142.477733
20150212,-0.5,-4.1,4.4,0,5.7,2.7,320,-11.4,44.1,1006.7,1015.4,9.9,17,0,0.4,0.4,0.8,1121.194678
20150213,-0.8,-5.6,5.2,0,5.3,2,320,-11.4,46.1,1012.1,1020.9,10,17.01,0,0,0,-0.3,1101.186138
20150214,2.4,-4.7,9.7,0,4.1,1.3,320,-2.2,72.6,1013.7,1022.3,7.9,12.89,0,1.8,1.8,1.1,1131.125934
20150215,6.1,0,11.7,2.3,5.7,2,110,1.7,75.8,1012.4,1020.9,0.5,7.72,0,9.5,3.147782705,4.2,1145.583007
20150216,4.8,4.4,6.2,17,5.3,2.2,110,4.4,97.8,1006.6,1015.1,0,1.33,0,10,3.147782705,4.7,1116.649056
20150217,3.1,1.5,5.6,0,4.1,1.9,320,-0.5,77,1008.7,1017.3,1.7,5.82,0,9.4,3.147782705,3.3,1137.211166
20150218,1.8,1.1,4.2,0,3.5,1.3,320,-2,75.6,1013.3,1022,0.3,4.25,0,9.4,3.147782705,2.3,1136.685194
20150219,2.4,-1.9,8.7,0,2.8,0.9,320,-2.6,71.4,1018.3,1027,7.7,15.82,0,3.4,3.4,3.6,1134.123049
20150220,4.8,-3.2,12.3,0,2.6,0.9,320,-1.8,65.4,1017.8,1026.4,6.8,14.59,0,4.6,3.3,4.5,1092.738636
20150221,6.5,5.3,7.4,6.7,6.6,1.8,110,3.8,84,1009.9,1018.4,0,3.39,0,10,3.147782705,5.6,1110.749638
20150222,6,0.8,10.8,1,4.6,1.9,320,2.1,77.8,1008.9,1017.4,5.3,12,0,7.1,3.147782705,7,1168.035056
20150223,3,0.4,9.2,0,3.8,1.4,248.5172982,-3.2,64.4,1011.9,1020.5,6.9,15.66,0,6.4,6,5.3,1142.96307
20150224,3.5,-0.9,10.1,0,3.4,1.2,290,-3.1,64.6,1011,1019.6,8.4,17.26,0,2.7,1.3,4,1128.883383
20150225,5.8,-0.2,12.4,0,3.5,1,110,-2.4,58.9,1010.6,1019.2,4.1,11.43,0,6.9,4.5,5.3,1103.724178
20150226,3.3,-1.8,7.5,0,7.4,3.5,320,-6.5,51.5,1011.8,1020.4,7.9,16,0,4.3,3.5,5.5,1118.159746
20150227,-0.4,-3.5,4.1,0,4.7,1.9,248.5172982,-11.1,45.8,1019.1,1027.9,9.6,17.52,0,4.5,1,3.2,1158.268314
20150228,2.1,-4.1,7.1,0,4.8,1.4,110,-4.8,61.1,1018.3,1027,0.3,7.1,0,7.9,3.147782705,2.4,1121.458769
20150301,3,-0.1,6.6,0.6,4.4,2,290,-2.2,70.5,1012,1020.7,5.1,10.64,0,5.6,3.147782705,4,1096.30928
20150302,3.8,-3.1,11,0,3.6,1.5,180,-6.4,51.3,1011.4,1020,10.5,20.08,0,1.3,0,4.4,1072.523884
20150303,4.6,1,9.7,0.3,6.2,1.9,320,-2.5,60.9,1005.2,1013.7,0.7,8.25,0,9.3,3.147782705,6,1093.561481
20150304,-0.4,-3.5,4.9,0,6.5,3.3,320,-10.9,47.3,1013.9,1022.6,10.7,20.84,0,1.3,1,2.8,1078.179193
20150305,0.3,-6,6.9,0,2.6,0.9,360,-9.8,50.8,1018.1,1026.9,8.6,17.18,0,3.1,0.8,2.3,1068.105767
20150306,3.9,-4,12.1,0,4.7,1.2,320,-6.9,48.6,1015.5,1024.1,10.8,20.18,0,0,0,4.6,1054.242907
20150307,4.9,-2.4,12.6,0,3.3,1.2,320,-7.3,46.1,1015.5,1024,10.8,20.72,0,0.8,0,5.4,1062.37402
20150308,7.7,-2.1,16.8,0,3.3,1.2,90,-4.6,46,1014.2,1022.7,9,18.06,0,3.6,0.9,7.2,1074.50142
20150309,4.4,-4.1,11,0,7.4,3.1,320,-8.8,39.5,1012.6,1021.2,9.1,18.79,0,3.9,1.8,7.7,1069.729548
20150310,-1.7,-5.5,2.7,0,6.8,3.9,320,-14.5,39.1,1016.9,1025.8,11,22.85,0,1.6,1.6,3,1082.663486
20150311,2.1,-3.2,8.5,0,5.1,2.5,230,-6.8,53.8,1013.2,1021.8,8.2,15.56,0,2.6,2.6,3.4,1047.715569
20150312,3.7,-2.5,10.6,0,5,2,200,-9.2,41.8,1012.1,1020.7,11,21.72,0,1.9,1.5,7.1,1069.945716
20150313,6.6,1.9,12.5,0.9,4.2,2,340,-3.5,54.5,1011.2,1019.7,3.9,12.41,0,5.9,4.4,7.9,1105.513486
20150314,5,-2.9,12.3,0,3.2,1.2,320,-6.8,46,1015.3,1023.9,9.1,20.12,0,1.9,0,7.5,1085.428608
20150315,6.8,-1.7,15.9,0,3.1,1.1,320,-5,47.6,1014,1022.5,10.1,19.51,0,2.6,0,9.5,1090.842993
20150316,10.3,0.6,20.4,0,2.4,0.9,320,-3.6,42.9,1012.3,1020.7,9.3,19.06,0,2.3,0,12.5,1063.868021
20150317,13,3.9,20.9,0,2.8,0.9,320,-0.4,42.8,1009.3,1017.5,4.9,13.99,0,6.4,3.1,13.3,1088.831516
20150318,9.7,8.5,12.7,37.4,6.3,2.3,90,7.2,86.6,1003.3,1011.6,0,1.77,0,9.5,6.9,9.1,1085.503949
20150319,13.8,7.4,21.4,0,3.1,1.3,320,7.4,68.3,1005.4,1013.6,11,22.14,0,3.3,1.8,15,1097.915501
20150320,14,8.9,21.7,0,3,0.8,340,1.5,49,1009.3,1017.5,7.5,17.69,0,5.5,2,13.4,1101.419658
20150321,12.4,5.2,19.7,0,5,1.6,200,-0.1,46,1008,1016.3,9.7,20.77,0,0.5,0,12,1081.249391
20150322,9.7,3.1,17.2,0,6.1,2.5,320,-3.5,48.9,1012.5,1020.9,10.4,22.16,0,0,0,11.3,1046.187698
20150323,5.3,-0.4,11.7,0,5.8,2.4,320,-8.7,38.1,1018.1,1026.7,11.6,24.63,0,0,0,8.5,1083.068532
20150324,5.7,-1.4,13.6,0,4,1.3,230,-6.6,45.1,1022.7,1031.3,11.5,24.21,0,0,0,9.6,1099.379153
20150325,6.8,-2.1,15.6,0,3.2,1.2,320,-6.8,43.8,1026.1,1034.7,11.7,24.78,0,0,0,10.9,1064.24104
20150326,8.5,-0.7,17.8,0,3.8,1.4,340,-5.5,40.5,1025.1,1033.6,11.7,24.53,0,0,0,12.5,1075.974336
20150327,9.5,0.4,18.8,0,3.5,1.2,290,-4.6,40.9,1018.3,1026.7,10.4,20.19,0,2.3,0,11.5,1077.919326
20150328,10.6,0.6,20.2,0,5.1,1.6,200,-3.9,39.8,1010.5,1018.9,9.3,22.42,0,3.4,3,14.6,1063.948229
20150329,12.9,8.4,19.7,0,4.1,1.2,320,2.3,50,1009.3,1017.6,6.3,17.31,0,4.4,3.4,14.8,1078.945489
20150330,14.8,6,23.4,0,3.4,1.3,230,6.3,62.1,1010.1,1018.3,10.3,22.87,0,0,0,17.4,1066.75957
20150331,12.2,9.1,13.4,5.5,3.5,0.8,320,10.9,92.6,1007,1015.2,0,3.08,0,8.6,6.9,11.7,1076.154121
20150401,11.9,10.1,14,0.6,7.2,2.4,340,10.4,91.1,1007.1,1015.3,0,3.31,0,9.3,7.6,12.1,1019.494056
20150402,16.1,9.3,23.3,4.2,9.1,5.2,110,11.6,75.5,997.9,1005.9,7.1,18.29,0,7.1,5.8,17.8,1068.330526
20150403,12,9.5,19.6,13,5.2,2.1,200,10,88.4,998.5,1006.7,0.8,8.1,0,7.8,4.8,13.1,1042.319339
20150404,12,8.4,18.2,13.5,5.8,3.2,110,7.3,75.1,1005.8,1014.1,5.2,12.19,0,6.5,4.1,12.6,1036.762102
20150405,10.4,8.2,11.7,3.1,4.1,1.5,110,9.8,96.5,1006,1014.4,0,3.95,0,10,6,12.1,1060.559391
20150406,10.4,6.7,12.3,2.1,2.7,1.1,360,8,86.1,1010.3,1018.6,0,5.41,0,9.1,4.1,11.8,1035.624869
20150407,8.3,4.4,13.4,0,5.1,1.9,110,4.7,78.9,1015,1023.5,2.3,11.38,0,8.5,5,10.8,1077.682661
20150408,9.4,6.6,13.9,0,3.7,1.9,110,4.2,71.3,1017.3,1025.7,2.1,13.47,0,8.1,7.3,11.6,1033.037721
20150409,10.3,5.2,16.7,0,3.2,1.2,320,3.3,65,1016.3,1024.8,10.1,22.11,0,3.9,2.5,13.5,1065.36095
20150410,11.5,4,19,0,3.1,1.3,340,1.4,54.6,1014.4,1022.8,10.8,24.78,0,0,0,14.2,1053.178819
20150411,13.6,4.4,22.4,0,2.9,1.1,340,0.6,46.3,1016.9,1025.2,11.4,25.84,0,0.9,0,16,1034.10089
20150412,13,6.5,18.3,0,7,2.8,90,0.6,46.6,1016.1,1024.4,1.5,12.22,0,7.6,2.3,12.9,1062.783417
20150413,10.8,8.8,13.2,1.5,7.8,3.3,90,6.5,75.8,1009.4,1017.7,0.2,5.43,0,9.6,5.4,10.6,1058.205618
20150414,9,6.9,13.3,10.5,3.7,1.2,360,6.4,84.6,1000.2,1008.6,2,10.84,0,9.1,6.4,12.2,1058.991018
20150415,11.9,6.8,18.3,1.9,5.7,2.1,200,7,74.5,1001.3,1009.5,8.9,23.69,0,4.3,2.6,14,1053.294703
20150416,11.3,6.6,21.3,2.4,6.9,2.2,200,6.8,76.1,1001.8,1010.1,7,13.13,0,2.4,1.5,10.9,1056.608633
20150417,11.1,4.3,18.3,0,5.6,1.9,200,0.5,53.1,1009.2,1017.5,11.2,27.06,0,1.4,0,13.4,1025.389423
20150418,13.1,3.3,21,4.8,4.6,0.9,320,3.1,55.6,1007.5,1015.8,5.2,14.14,0,6.1,4,14.6,1039.540781
20150419,14.3,12.1,16.7,4,2.5,0.8,320,13.8,97.3,998.7,1006.9,0,4.21,0,10,5.3,14.8,1031.697376
20150420,11.5,8.2,15.3,13,4,1.8,340,11,97,998.6,1006.8,0,3.63,0,7.9,4.6,12.5,1068.446474
20150421,13.3,6.2,22.6,0,3.4,1.3,200,5.6,65.5,1008,1016.3,9.4,26.08,0,4.3,2.3,15.8,1057.766956
20150422,13.6,6.7,19.9,0,5.4,1.8,200,5.2,59.4,1010.8,1019.1,10.3,22.99,0,3.6,1.4,15.1,1047.870315
20150423,14.5,6,22.7,0,5.6,1.8,200,0.1,47.5,1013.2,1021.5,12.1,26.73,0,2.5,0,15.9,999.3949837
20150424,17.2,11.5,24.7,0,4,2,180,4.6,45,1011.6,1019.7,11,25.92,0,2.4,1,17.7,1008.599314
20150425,16.4,6.8,25.8,0,3.4,1.4,270,1.2,41.1,1012.2,1020.3,12.6,28.62,0,0,0,18.6,1037.70708
20150426,18,7.9,27,0,4.8,2,180,1.8,37,1011.1,1019.2,12.3,27.53,0,0,0,19.9,1054.03881
20150427,19.3,10.7,26.9,0,5.5,1.8,180,2.2,33.3,1008.5,1016.6,12.4,27.61,0,2,0,21.7,1053.946084
20150428,17.7,10,24.6,0.5,5.6,1.4,320,9.3,61,1005.4,1013.5,3.7,13.98,0,7.6,2.8,19.1,1055.228507
20150429,16.3,14.6,18.7,20.1,6.1,2.5,110,14.8,91.1,1003.9,1012,0,5.7,0,9.8,5.6,17,1008.752376
20150430,20.2,14.7,25.7,0,4.2,1.7,140,14.4,71.5,1004.9,1012.9,9.7,23.86,0,5.1,3.9,21.1,1027.03224
20150501,21.3,14.1,28.8,0,2.6,1,160,15.7,73.1,1005.5,1013.5,10.4,25.93,0,1.6,1.6,24.1,1049.341292
20150502,21.7,15.8,27.4,0,3.3,1.2,200,16.1,72.5,1003.7,1011.7,7.9,22.33,0,6,3.8,23.6,1006.735664
20150503,19.2,17.1,21.8,5.3,3.7,1.2,20,17.6,90.8,998.7,1006.7,0,7.42,0,10,5.1,20.7,1038.324291
20150504,16.4,10.2,21.3,0,7.4,2.6,320,6.4,58,1001.9,1010,11.8,27.61,0,3.1,1.8,20.2,1027.093818
20150505,13.6,5.7,21.4,0,4.7,1.9,200,2.8,52.1,1004.1,1012.3,13.1,30.84,0,0.4,0,18.3,1036.739072
20150506,14.8,6.4,23,0,2.1,0.9,340,4.7,53.8,1004,1012.1,5.4,19.14,0,6.8,1.5,16.9,1050.549666
20150507,16.7,8.1,25.1,0,3.2,1.3,320,4.3,48.6,1004.6,1012.7,11.5,26.71,0,2.3,0.5,20.1,1068.168407
20150508,16.5,9.3,21.4,0,3.8,1,230,8.4,60.5,1005.4,1013.5,4.6,15.36,0,7,4,18,1039.342627
20150509,19,14.6,25,0,2.8,1.2,340,11.2,62.4,1005,1013,8.8,25.61,0,4.4,2.4,23.1,1042.363584
20150510,19.8,12.1,26.7,0,5.9,1.2,110,10.8,60.4,1009,1017,12.2,28.56,0,0.9,0.9,24,990.9525266
20150511,18.2,13.5,24.6,10,7.5,3.8,110,13.4,76.3,1002.4,1010.4,5.3,16.62,0,7.8,2.6,20.6,1017.803868
20150512,14.9,11.6,19.3,10.9,6.1,3,200,10.3,76,994,1002.1,10.3,24.6,0,5.1,4.4,18.4,1026.834243
20150513,19.8,13.6,25,0,6.2,3,200,10,55.8,997.7,1005.6,12.7,29.35,0,0.8,0.5,20.3,1050.340677
20150514,22.3,14.6,29.1,0,4.1,1.9,200,14.3,61.6,999.6,1007.5,9.4,20.44,0,3.4,2.4,22.8,1026.760828
20150515,20.2,16.9,22.6,0,4.3,1.9,180,17.3,84,1001,1008.9,0.9,11.31,0,8.1,4.4,21.1,1040.248734
20150516,19,13.7,26.1,0,4.8,1.7,320,6.7,69.83786301,1002.6,1010.6,11.7,31.22,0,1.3,0.6,23.2,1039.09195
20150517,18.6,10.1,26.8,0,2.4,1.1,250,5.6,47.5,1003,1011.1,11.6,28.02,0,5.9,0,21.9,1043.499672
20150518,18.7,14.5,24,0,3.7,1.2,320,10.1,59.5,997.3,1005.3,5.6,18.34,0,8.1,2.9,20.7,1011.779945
20150519,18.1,14.4,23.7,0,4.9,2.1,200,13.6,76.3,998.6,1006.6,5.7,17.48,0,6.9,5.1,20.6,1003.131344
20150520,16.9,11.1,22.7,0,5.2,2.1,320,8.2,61,1000.9,1009,13.3,32.28,0,0.9,0.9,23,1053.659803
20150521,19,11.1,27,0,4.1,2.1,180,8.8,55.3,1006.4,1014.5,13.3,31.22,0,1.6,0.1,24.3,1037.082114
20150522,21.3,15,28,0,3.7,1.8,180,8.7,47.4,1006.2,1014.2,10.7,29.19,0,5.6,0,26.1,1034.711991
20150523,21.4,14.6,28.5,0,3.2,1.2,340,8.3,46.6,1003.2,1011.2,12.2,29.26,0,4.4,2,26.9,1070.476495
20150524,20.8,12.5,29.2,0,3,1.3,340,5.8,41.3,1000.8,1008.8,13.6,31.6,0,0.4,0.4,26.7,1031.128325
20150525,20.9,12,29.8,0,3.7,1.5,320,10.1,52.8,1001.4,1009.4,13.4,30.81,0,0,0,27.1,1032.573266
20150526,22.3,13.3,31.8,0,4,1.3,320,9.5,51.1,1003.7,1011.6,13.3,31.86,0,0.6,0,28.3,1017.229546
20150527,23.3,13.2,32,0,2.9,1.2,320,6.5,41.4,1002.3,1010.2,12.7,32.47,0,2.3,1.5,28.5,1027.073654
20150528,24.5,17.4,32.1,0,3.4,1.3,320,8.9,40,1000.8,1008.6,11.5,29.19,0,2.9,1.8,30.1,1022.560544
20150529,24.4,17.1,30.9,0,3.6,1.5,320,11.6,46.5,999.5,1007.3,10.9,27.36,0,5,2.5,30.8,1057.770101
20150530,18.5,15.9,22.5,2.7,3.3,1.3,340,15.2,81.8,998,1005.9,3.7,11.43,0,6.9,2.9,20.4,1016.72453
20150531,21.1,14.3,28.6,0,2.3,1.1,320,13.3,66.4,1000.3,1008.2,9.8,25.66,0,4.3,1.6,25.1,1042.172429
20150601,23.3,15.8,30.2,0,4.2,1.4,250,12.5,53.5,1002.2,1010.1,12.5,28.27,0,4.6,0.9,28.9,978.2401822
20150602,22.5,18,29.3,0,2.9,1,290,13,56.9,1000.1,1008,4.8,19.02,0,7.4,2.5,27.8,1000.593124
20150603,22.1,17.2,27.5,0,5.8,2.2,340,8.7,46.1,1000,1007.9,11.8,31.42,0,4.5,0.9,29.1,1005.026668
20150604,22.9,13.5,30.1,0,3.6,1.5,320,8.1,42.8,1002,1009.8,9.7,27.69,0,5.1,2.8,29.7,987.8566676
20150605,18.8,14.4,23.2,0.1,5,1.7,180,10.2,58.5,999.1,1007.1,2.3,13.2,0,6.9,4,22,981.3292427
20150606,22.1,14,29.3,0,3.6,1.3,200,12,55.9,1004.4,1012.3,12.6,29.33,0,3.1,1.8,29.6,985.5943127
20150607,24.1,16.9,31.2,0,2.6,1.2,250,13.8,55.5,1005.1,1013,12.1,29.26,0,3.6,1,31.5,1012.890894
20150608,22,18,25.9,0,1.7,0.7,320,14.7,63.9,999.7,1007.6,1.3,12.78,0,8,4.3,26.4,1021.458143
20150609,23.1,17.1,30,0,3.2,1.2,320,15.7,66.5,999.2,1007,9.1,26.36,0,5.5,3.1,30.1,998.3397318
20150610,25.8,17.8,35,0,4.5,1.5,90,16.7,62.5,999.5,1007.3,10.1,26.87,0,3.3,0,32.5,981.8114346
20150611,23.2,19,27.3,1.3,4.5,1.7,110,17.6,72.1,994.7,1002.5,0.4,9.53,0,8.3,3.4,25.9,977.1493116
20150612,24.8,20.2,30.7,0,4.7,2.5,200,15.7,60,995.9,1003.7,12.6,29.59,0,3.4,2,31.7,996.5526409
20150613,26.2,20,32.5,0,5.8,2.2,200,15.7,53.6,997.8,1005.6,8,22.76,0,5.4,1,31.5,986.4838385
20150614,23.1,19.3,28.1,5.5,5.4,1.5,320,18.1,75.1,999.6,1007.5,6.8,19.03,0,7.1,5.3,24.6,983.7079185
20150615,24.9,21.7,30.1,0,2.8,1,290,19.4,72.4,999.2,1007,5.1,19.87,0,8.3,4.6,29.3,1002.718701
20150616,24.6,21,30.3,0.6,4.4,1.2,290,19.6,75.5,997.4,1005.2,8.2,24.43,0,7,3.5,28.5,1001.111247
20150617,22.5,19.9,27.7,0.6,2.8,0.9,20,20.2,87.8,996.6,1004.5,1.2,9.97,0,9.5,5.8,25.3,1005.109905
20150618,25,19.3,31,0,5.1,2.9,110,16.4,60.4,997.6,1005.4,11.8,28.21,0,5.5,3.5,29.7,1007.701714
20150619,25.1,20.8,30.5,0,4,1.9,140,17.2,63.1,1000.2,1008,10.2,24.77,0,6.1,5.9,33.3,1008.33431
20150620,20.7,18,23.1,16.3,3.3,1.5,180,18.2,86.4,1001.1,1009.1,0.4,6.89,0,9,5.8,23.2,992.7313907
20150621,23.5,17.9,28.7,0,3.5,1.2,20,17.9,73.8,1001.9,1009.7,11.3,27.54,0,5.5,5.5,27.6,988.161538
20150622,24.4,20,29.7,0,3.6,1.5,180,18.1,69.5,1002.2,1010,7.1,23.5,0,6.8,5.8,28.7,982.6452124
20150623,25,18.3,30.9,0,3.2,1.4,360,16.8,62.8,1002.7,1010.5,12.2,28.55,0,5.1,2.4,31.9,995.9030872
20150624,24,21.1,30.1,12.2,6.7,1.4,50,19.6,78.6,1000.9,1008.8,3.7,15.74,0,7.5,2.1,27.5,1015.078662
20150625,21.8,19.7,24.9,15,4.5,1.6,50,19.3,86.3,995.5,1003.3,1.2,11.66,0,9,4.6,24.1,996.97989
20150626,20.4,18.8,22.7,66.9,3.8,1.6,340,18.7,90.5,988.8,996.6,0,8.55,0,9.1,6.1,22.4,979.4915248
20150627,23.4,17.9,29.1,0,4.2,1.7,70,18.1,74.3,998,1005.9,11,26.78,0,4.4,3.5,29.2,1000.733163
20150628,24.9,19.6,30.4,0,3.4,1.2,320,18.7,70.1,1001.7,1009.6,12.4,27.71,0,3.9,3,28.5,1040.993325
20150629,25.7,19.8,31.7,0,3,1,320,19.4,70.3,999,1006.8,10.1,26.28,0,6.4,3.4,29.3,995.2545938
20150630,22.3,19.7,26.8,1.3,5.9,1.5,110,19.6,85.4,991.3,999.1,0,8.35,0,9.6,6.6,23,981.7602647
20150701,22.8,19.3,28.3,0,4.4,2,200,18.1,76.4,989,996.8,10.3,22.28,0,5.4,5.4,26.7,1010.720962
20150702,23.6,18.5,28.8,0,5.3,2,180,17.3,70.4,994.1,1001.9,12.1,28.54,0,3.8,3.8,29.5,1032.407768
20150703,23.7,20.2,29.4,0,3.7,1.5,320,16.1,65.9,997.9,1005.7,10.9,27.22,0,4.1,3.6,29.8,999.0818345
20150704,23.3,16.5,29.9,0,3.1,1.4,200,14.4,61.4,1001.4,1009.3,13.5,31.94,0,4.4,2.8,31.3,1023.460342
20150705,24.2,20.2,30.2,4.6,4.6,1.6,320,17.6,69.3,1003.2,1011.1,11.4,28.03,0,6.4,6.3,32.8,1013.392172
20150706,24.3,20,29.1,0,3.3,1.3,110,19,74,1003.3,1011.2,8.5,23.09,0,6.5,4.3,30.1,1031.075706
20150707,20.4,17.6,23.2,6.3,4.6,1.3,20,17.5,84.4,1002.7,1010.7,0,5.98,0,9.6,5,22,1008.664384
20150708,21.4,18,25.1,8.3,3.6,1.4,320,20,92,1003.3,1011.2,0.2,10.87,0,10,6.5,23.2,1017.55106
20150709,22,20.2,23.9,29.6,4.5,2.5,140,20.6,92,1006.8,1014.7,0,8.39,0,9.9,6.8,23.2,1022.570513
20150710,26.5,21.7,31.5,0,4.2,2.4,110,22,77.4,1005.3,1013.1,11.9,25.82,0,5,2.8,31.4,1015.630116
20150711,27.1,23.9,32.8,4,4.7,1.8,90,23.4,81.4,1001.5,1009.2,6.4,19.67,0,7.4,2.3,31.3,1010.083089
20150712,24.8,23.2,26.6,7.3,8.5,4,110,23.2,91.4,987.5,995.2,0,4.96,0,9.5,6.3,25.3,1015.167626
20150713,23.9,22.2,26.4,4.6,7.5,3.8,200,21.7,88.4,988.1,995.9,0.1,6.15,0,9,6.6,24.5,1022.289242
20150714,26.4,22.7,31.4,0,5.3,2.4,200,21.9,77.8,996.1,1003.9,10.2,25.93,0,4.6,4.3,28.9,1003.985561
20150715,27,21.9,32.9,0,5.9,1.9,70,21.2,73,998.2,1006,8.3,25.81,0,3.8,3,29.1,994.0213714
20150716,25.1,20.9,29.5,0,5,2.7,90,17.6,64.1,998.4,1006.2,12.8,25,0,3.1,1.8,28.8,1010.065896
20150717,23.2,18.4,27.3,0,3.3,1.6,20,16.4,65.8,998.3,1006.1,5.2,21.13,0,7.3,4.4,27.9,1014.180863
20150718,24.4,21.5,27.8,0.4,3.5,1.2,180,20.7,80.5,1001.3,1009.1,1,11.61,0,9.9,4.9,27.1,1036.902287
20150719,25.8,22.4,30.3,0,3.6,1.2,360,22.5,82.5,1002.4,1010.2,4.4,16.96,0,7.4,4.3,29.6,995.1379894
20150720,27.4,24.2,31.4,0,4.3,2.6,110,23,77.8,1000.9,1008.6,4.2,19.86,0,7.8,4.3,33.5,1021.340701
20150721,26.4,24.2,29.7,18.7,3.2,1.2,110,24.6,90.5,999.1,1006.9,1.3,9.74,0,9.5,5.1,30.1,1010.117696
20150722,27.2,24.6,30.6,3.3,2.6,1.1,230,25,88.5,998.3,1006.1,3.8,13.84,0,8.6,5.5,28.4,1017.334915
20150723,25.6,24.7,28.6,14.3,4.9,1,200,24.9,96.3,999.5,1007.3,0.8,7.87,0,8.9,6.6,26.2,1007.391076
20150724,25.5,24.5,26.5,8.4,3.8,1.3,200,24.8,96.6,997.6,1005.4,0,2.76,0,9.9,6.1,25.8,1004.619303
20150725,27.1,24.6,30.4,0,6.5,2.1,200,23.7,82.8,998.8,1006.5,2.8,13.17,0,8.5,5.4,27.7,1007.697191
20150726,28.6,24.5,32.9,0,3.4,1.4,320,22.8,72.1,1000,1007.7,12.9,25.64,0,3,2.8,30.8,1026.365541
20150727,25.7,24.6,28,4,3.8,1.1,200,23.8,89.8,1000.7,1008.5,2.3,8.13,0,8.3,5,27.6,1041.743985
