date,평균기온(°C),최저기온(°C),최고기온(°C),평균 이슬점온도(°C),평균 현지기압(hPa),평균 해면기압(hPa),합계 일사량(MJ/m2),평균 지면온도(°C),elec
20150819,26.8,23.5,31.2,20.6,1005.3,1013.1,15.25,32.0,775398.7322417886
20150820,24.8,22.6,28.2,21.5,1001.9,1009.7,9.56,27.1,775808.2833123466
20150821,24.5,20.9,30.4,21.5,997.0,1004.8,19.58,27.0,774442.176977746
20150822,25.1,22.2,28.5,21.9,998.1,1005.9,11.46,26.4,776073.0399264627
20150823,26.1,22.1,31.2,20.6,999.2,1007.0,20.75,30.0,776976.3954438881
20150824,26.5,24.3,30.0,20.7,998.8,1006.6,15.03,29.2,774838.4193690212
20150825,20.7,19.7,25.3,20.1,992.9,1000.8,4.01,22.6,775649.075135485
20150826,23.1,18.9,28.4,17.8,998.0,1005.9,24.59,25.5,777461.2638449905
20150827,23.8,21.3,26.5,20.4,999.8,1007.7,14.69,26.7,775939.6073876639
20150828,24.2,20.0,29.7,20.2,1000.8,1008.6,23.79,27.3,775636.3033294276
20150829,23.9,19.3,29.7,18.1,1001.2,1009.1,23.4,28.6,775604.4640988889
20150830,24.5,18.7,30.5,19.1,1003.0,1010.9,23.6,28.3,776018.1323592758
20150831,25.3,20.3,30.3,20.0,1003.7,1011.5,20.98,28.3,776347.0011479186
20150901,25.4,22.2,28.7,18.9,1002.2,1010.1,15.09,26.2,805844.5783674885
20150902,23.4,20.6,29.1,20.5,1004.3,1012.2,11.73,25.1,805718.4130787824
20150903,23.8,20.6,28.9,19.8,1003.4,1011.3,20.27,26.6,806444.2773301007
20150904,24.9,20.0,30.5,19.7,1004.6,1012.4,20.66,27.9,805908.5665521311
20150905,22.9,20.8,27.1,19.9,1001.1,1008.9,9.02,24.4,805194.330405736
20150906,21.8,19.5,25.0,17.1,999.1,1007.0,9.46,23.6,804714.9977209612
20150907,22.6,16.2,28.5,14.8,1004.5,1012.4,26.26,26.4,806079.9076493059
20150908,21.8,15.4,27.5,11.8,1007.9,1015.9,26.5,26.4,806903.4934833752
20150909,21.4,13.8,28.4,12.0,1007.8,1015.8,25.76,26.2,805242.1582575763
20150910,21.8,15.5,28.8,14.3,1006.4,1014.4,24.58,26.8,807142.5945259674
20150911,21.3,16.6,27.7,17.5,1002.8,1010.8,15.34,23.9,804881.990106688
20150912,17.8,14.6,21.0,15.3,1002.6,1010.7,7.65,20.1,806436.175854834
20150913,18.7,13.0,25.6,11.7,1009.4,1017.5,23.64,21.7,806242.2396729409
20150914,19.9,12.8,27.6,12.2,1013.8,1021.9,22.54,22.5,805077.7915721454
20150915,20.4,13.8,26.3,11.8,1012.9,1021.0,21.76,28.5,806364.9066213827
20150916,20.1,14.0,25.6,13.3,1009.8,1017.8,15.79,23.8,806508.0349187703
20150917,21.5,15.9,28.1,14.2,1008.6,1016.6,22.27,27.3,806907.5826544879
20150918,21.6,15.6,28.0,15.2,1008.6,1016.5,22.41,29.5,804609.5030996387
20150919,21.6,16.5,27.5,15.5,1006.0,1014.0,19.12,26.0,804789.8480128209
20150920,21.5,15.3,28.0,15.1,1004.8,1012.8,20.27,25.7,805826.3863792457
20150921,21.9,15.8,29.1,14.9,1006.5,1014.5,21.9,27.0,807724.606222258
20150922,23.1,16.0,31.3,13.2,1007.7,1015.6,23.04,27.5,806770.4195572996
20150923,20.5,17.7,23.8,15.6,1003.0,1011.0,6.79,22.4,806779.8656276332
20150924,22.0,18.1,27.3,16.6,999.7,1007.6,12.49,24.7,805859.4865361126
20150925,22.1,17.8,27.5,16.3,999.9,1007.8,14.89,25.1,805090.9520420152
20150926,20.9,16.1,26.4,15.5,1003.6,1011.6,14.06,24.1,808111.0378052772
20150927,20.8,13.3,29.5,12.3,1007.1,1015.1,21.82,25.3,806332.1775326274
20150928,22.2,13.3,30.9,10.4,1010.9,1018.9,20.45,25.7,806436.264375022
20150929,23.0,16.3,30.1,12.1,1014.8,1022.9,20.86,27.8,805449.0438933079
20150930,21.1,18.2,25.9,12.4,1013.2,1021.2,11.49,25.3,805604.2013176527
20151001,18.1,13.3,23.3,15.3,996.0,1004.0,1.93,19.4,732214.897027675
20151002,15.7,8.1,22.5,7.7,1007.5,1015.7,21.06,17.2,732723.5367260751
20151003,19.2,14.1,25.5,12.9,1011.4,1019.5,17.18,19.4,732008.9715446414
20151004,16.5,10.5,23.8,7.1,1017.8,1026.1,17.37,18.3,731410.1095639435
20151005,17.8,11.8,25.4,9.3,1015.6,1023.7,19.85,19.5,731854.646620643
20151006,17.6,10.1,26.1,9.3,1013.1,1021.3,19.37,19.5,732684.2636146684
20151007,18.1,11.1,26.7,12.1,1009.5,1017.6,15.64,18.1,732163.4455380944
20151008,18.5,13.7,25.6,13.2,1004.6,1012.7,15.39,19.4,733999.6955965924
20151009,16.4,11.0,21.6,7.3,1003.7,1011.9,20.06,19.0,732834.5803743568
20151010,14.4,9.2,21.7,9.4,1002.4,1010.6,14.65,16.4,731818.3605882609
20151011,12.2,8.7,16.1,9.3,1005.6,1013.8,12.02,14.1,731597.856938694
20151012,13.6,10.7,18.7,7.9,1009.8,1018.1,16.28,14.4,732618.0943512706
20151013,14.7,7.7,22.2,8.8,1012.8,1021.1,18.87,15.3,733478.8386069497
20151014,16.4,10.1,24.4,11.0,1012.8,1021.0,18.43,16.8,733584.1247931637
20151015,16.9,10.8,24.5,11.4,1011.9,1020.1,17.03,17.8,732595.391761701
20151016,16.2,11.3,22.7,12.8,1012.0,1020.2,12.51,17.0,731736.3505343285
20151017,17.0,11.6,25.0,12.6,1012.7,1020.9,16.39,18.2,731801.5785115208
20151018,16.5,10.0,24.5,11.4,1012.3,1020.5,16.64,17.1,731810.6729550739
20151019,17.1,11.2,24.5,11.3,1009.5,1017.7,14.34,17.2,733165.692331226
20151020,16.6,11.2,23.1,13.0,1009.4,1017.6,12.99,17.0,732070.6149703745
20151021,17.3,12.0,24.4,13.4,1011.2,1019.4,13.43,17.5,733242.5545237254
20151022,17.8,12.3,24.6,13.5,1012.7,1020.9,13.89,18.1,732442.0757843019
20151023,17.4,14.7,21.7,13.6,1011.5,1019.6,11.29,17.9,730931.8301006305
20151024,16.1,12.1,21.5,12.9,1011.0,1019.1,7.41,16.7,730521.7296097993
20151025,15.7,9.8,22.7,7.7,1015.6,1023.8,16.65,16.4,732569.119975723
20151026,16.9,12.2,22.7,8.0,1011.4,1019.5,13.75,17.1,734179.0710202254
20151027,12.9,8.8,16.5,8.8,1004.1,1012.3,4.96,13.7,733292.133101303
20151028,11.6,5.7,17.5,5.3,1011.8,1020.1,15.48,11.8,732951.785070926
20151029,10.8,6.5,16.0,0.6,1015.0,1023.4,13.08,11.5,733308.8714900605
20151030,7.3,3.4,12.5,-1.5,1019.4,1027.9,15.93,9.5,731150.3153374869
20151031,6.1,-0.1,13.3,-1.7,1021.9,1030.5,16.2,7.7,732726.3871552298
20151101,5.7,1.0,9.1,1.6,1018.1,1026.6,5.05,6.1,723529.5649090109
20151102,9.4,4.1,16.4,4.6,1015.4,1023.8,11.73,9.2,723392.7259818241
20151103,10.9,5.2,18.9,5.8,1020.9,1029.3,14.62,10.8,723945.555419594
20151104,11.0,3.7,20.4,5.1,1020.6,1029.0,15.19,10.7,724816.4560548258
20151105,12.5,6.9,20.0,6.8,1017.5,1025.9,11.16,11.7,724012.0976630406
20151106,14.0,7.7,21.4,8.9,1017.2,1025.5,9.93,12.7,724726.8314944974
20151107,13.4,12.5,14.1,12.2,1013.4,1021.7,1.33,13.1,723696.871988278
20151108,13.9,13.4,14.5,13.4,1007.6,1015.8,1.5,14.4,723663.9743716455
20151109,13.1,11.5,15.2,10.6,1009.8,1018.1,4.44,13.8,723034.5336208246
20151110,11.0,8.0,14.5,7.4,1015.4,1023.8,7.5,11.6,723778.3669346665
20151111,11.9,6.8,18.3,7.9,1019.7,1028.1,10.51,11.5,723740.1102932476
20151112,13.6,8.8,19.4,9.6,1021.1,1029.4,10.89,13.0,725274.716513281
20151113,12.2,11.1,13.6,10.2,1012.3,1020.6,1.38,11.5,723270.695975311
20151114,13.5,12.2,15.7,12.8,1006.3,1014.5,2.85,13.8,723563.6916488501
20151115,13.5,9.8,17.0,11.0,1012.2,1020.4,6.19,13.6,723915.6056888526
20151116,11.7,8.4,14.2,10.9,1008.8,1017.1,3.76,12.0,723365.6964019431
20151117,13.7,12.1,15.1,13.0,1009.8,1018.0,2.3,13.8,722302.1817230069
20151118,12.1,10.2,13.5,9.2,1011.8,1020.2,1.44,12.0,723176.9814032458
20151119,10.3,9.5,11.3,8.3,1014.4,1022.8,1.87,10.5,724355.9067805577
20151120,11.2,8.7,15.1,8.4,1015.8,1024.1,8.32,12.7,724042.8656175571
20151121,10.0,7.6,13.0,6.8,1018.7,1027.1,5.19,10.7,722485.2976581756
20151122,11.9,6.0,17.1,8.2,1018.9,1027.3,8.58,11.9,724925.2936353956
20151123,10.8,9.6,13.3,10.0,1016.3,1024.7,1.92,11.6,724853.6913223008
20151124,7.9,5.1,9.6,4.4,1016.9,1025.4,4.69,9.3,722909.9038454776
20151125,5.7,3.4,7.2,4.2,1010.5,1019.1,1.61,7.5,722050.9857930598
20151126,0.4,-1.2,3.4,-2.5,1008.0,1016.7,6.02,2.9,724223.5687494456
20151127,0.1,-2.3,2.6,-2.4,1017.0,1025.7,4.3,2.7,723255.4597955839
20151128,3.5,0.7,8.0,0.8,1021.3,1030.0,5.67,5.1,723598.6869662678
20151129,6.8,3.5,11.2,3.3,1018.1,1026.6,6.04,7.2,721962.0300257821
20151130,6.9,2.3,11.1,3.1,1015.9,1024.4,8.0,6.8,723880.1585865391
20151201,4.4,-1.4,12.4,-0.3,1016.8,1025.4,10.6,4.6,762077.831097043
20151202,6.2,3.0,9.7,3.4,1008.3,1016.8,1.46,5.7,761775.4320288991
20151203,2.6,-0.6,6.8,-2.2,1006.4,1015.0,7.42,2.7,763772.7840974142
20151204,1.8,-1.4,4.3,-0.5,1014.3,1023.0,6.03,3.1,762376.1468754251
20151205,5.4,3.3,8.2,0.2,1017.2,1025.8,3.06,4.5,762972.4739313279
20151206,2.1,-1.6,6.9,-4.3,1020.1,1028.8,7.52,3.1,762886.9151759824
20151207,2.1,-4.0,9.4,-2.9,1022.1,1030.8,11.5,2.7,762483.6430820477
20151208,3.4,-1.7,10.4,-2.7,1024.3,1033.0,11.25,3.1,763339.1354465098
20151209,5.2,-1.4,12.9,0.2,1021.5,1030.2,8.85,4.1,762268.6099821817
20151210,8.1,6.4,9.6,6.7,1010.0,1018.4,1.73,7.3,763056.3219167225
20151211,7.3,4.8,9.9,4.6,1009.4,1017.8,3.13,7.7,761966.7596298005
20151212,7.3,2.0,12.8,0.5,1016.2,1024.7,11.12,5.5,763651.8968603101
20151213,8.3,5.4,14.2,2.2,1015.2,1023.7,9.16,7.9,762531.4693706954
20151214,7.2,5.4,8.9,5.3,1012.0,1020.4,2.04,7.1,763636.7434717739
20151215,6.5,4.3,8.8,2.6,1010.7,1019.2,4.69,6.8,761588.8217536481
20151216,0.6,-2.8,4.4,-1.8,1011.4,1020.1,2.59,2.6,762746.2207029968
20151217,-2.7,-5.9,1.3,-7.6,1019.5,1028.4,10.34,0.6,761418.7405616919
20151218,-0.7,-6.7,4.5,-4.4,1024.5,1033.4,7.44,0.1,763539.6639060391
20151219,1.8,-1.7,8.5,-1.9,1026.4,1035.2,10.22,2.9,762689.075044352
20151220,1.1,-2.6,4.6,-1.4,1021.2,1029.9,3.75,1.2,761658.0847623384
20151221,4.3,0.3,10.8,2.2,1018.3,1026.9,6.95,4.6,763681.8820203894
20151222,3.5,-1.1,8.9,0.4,1019.8,1028.5,8.12,4.3,762352.3450056434
20151223,5.7,3.3,7.4,5.0,1013.9,1022.5,1.19,5.7,762743.1378084646
20151224,3.0,0.9,7.6,-0.5,1012.6,1021.2,7.07,4.7,762401.9857820306
20151225,1.0,-3.0,5.9,-8.9,1013.2,1021.9,12.03,1.8,762712.0015709724
20151226,4.2,-0.7,11.0,-1.8,1012.2,1020.8,8.2,2.0,762205.257565936
20151227,-2.0,-5.7,3.2,-11.1,1021.4,1030.2,12.03,0.5,763549.9121752805
20151228,-3.2,-7.6,2.0,-10.4,1024.9,1033.9,11.12,-1.2,763186.8866950296
20151229,-1.3,-7.2,5.4,-7.9,1024.9,1033.8,10.8,-0.5,763543.6120120406
20151230,1.2,-4.9,8.1,-3.2,1021.0,1029.7,10.53,0.8,762493.3507272647
20151231,1.5,-1.9,5.8,-1.4,1022.6,1031.4,7.19,2.1,762469.3564750294
20160101,1.6,-4.2,7.7,-2.2,1023.0,1031.8,9.22,1.7,847857.7065362065
20160102,6.6,2.0,12.3,2.6,1015.1,1023.6,7.95,4.0,847771.7400578953
20160103,6.9,1.0,14.1,3.9,1011.4,1019.9,9.32,4.5,846904.7148949971
20160104,5.1,-0.5,9.6,-2.1,1015.1,1023.7,10.41,5.4,846640.9370270141
20160105,-0.6,-3.4,3.7,-11.5,1018.9,1027.7,7.72,1.1,846232.8647619449
20160106,-0.1,-5.6,5.4,-6.4,1017.2,1025.9,7.72,0.4,848616.993599149
20160107,0.1,-2.6,4.1,-7.0,1016.2,1024.9,11.19,1.3,847557.1626310248
20160108,-1.0,-4.2,3.4,-7.6,1015.2,1024.0,8.96,0.1,848250.8418776494
20160109,1.4,-1.9,6.1,-5.4,1016.7,1025.4,9.35,1.5,848118.1992420063
20160110,1.2,-1.8,5.4,-4.9,1018.2,1026.9,6.69,1.4,847529.5777499934
20160111,-1.8,-5.4,3.8,-10.1,1018.1,1026.9,11.6,-0.3,848847.7957155217
20160112,-2.7,-7.5,3.4,-10.3,1015.7,1024.5,12.18,-1.7,846525.3070254324
20160113,-1.5,-3.7,1.5,-5.0,1012.3,1021.1,7.48,-0.8,847070.5278317591
20160114,-1.3,-6.5,3.7,-8.9,1013.8,1022.6,11.84,0.8,846174.253773351
20160115,0.5,-3.7,6.4,-4.5,1013.1,1021.8,9.25,-0.3,847050.5958879949
20160116,0.9,-4.4,8.2,-3.6,1014.2,1023.0,9.52,0.1,846842.7503650795
20160117,1.7,-1.0,5.3,-0.9,1008.8,1017.4,2.95,0.9,846032.7399026544
20160118,-3.1,-8.5,1.6,-6.9,1006.2,1015.0,6.16,-0.1,846355.8649121475
20160119,-8.3,-11.2,-5.3,-13.6,1014.4,1023.4,11.99,-1.0,847194.245074204
20160120,-8.1,-12.0,-3.5,-13.2,1022.1,1031.2,10.05,-2.3,847531.2786838388
20160121,-5.7,-8.8,-0.5,-11.7,1020.4,1029.4,9.1,-2.0,847466.1462804688
20160122,-5.7,-10.9,-0.3,-13.2,1023.3,1032.3,11.7,-3.2,847367.9906593212
20160123,-8.2,-11.5,-4.7,-14.1,1021.2,1030.3,10.65,-3.3,846359.3105421688
20160124,-12.7,-17.0,-8.7,-17.0,1017.6,1026.9,7.27,-3.8,848131.562404092
20160125,-7.8,-14.2,-2.1,-11.6,1020.9,1029.9,12.09,-3.5,845190.6916657609
20160126,-1.8,-6.3,3.5,-5.6,1019.5,1028.4,8.49,-1.1,847805.1920212628
20160127,-0.1,-4.8,5.8,-5.1,1021.8,1030.6,11.95,-0.3,847770.7583111405
20160128,-0.4,-5.0,2.4,-3.8,1020.1,1028.9,3.17,-1.0,845955.4457710419
20160129,3.0,1.0,5.7,-0.1,1015.8,1024.4,3.72,0.9,848038.61810156
20160130,3.3,-1.1,10.0,-0.3,1017.4,1026.1,11.46,3.3,847026.9468838031
20160131,-1.5,-4.2,2.9,-8.4,1021.0,1029.8,11.7,0.7,846440.2744319892
20160201,-3.9,-7.4,1.7,-12.1,1021.0,1029.9,14.95,-0.4,805671.5400320299
20160202,-3.9,-9.7,2.6,-12.7,1020.2,1029.1,15.45,-1.2,805055.2407152812
20160203,-1.9,-9.1,5.4,-8.6,1019.7,1028.6,14.83,-0.8,805629.469671985
20160204,-0.5,-6.3,5.9,-9.4,1018.0,1026.8,11.61,-0.7,808119.9359745062
20160205,-0.7,-5.7,5.5,-10.3,1015.7,1024.5,14.84,-0.7,805314.24572674
20160206,-1.6,-4.6,3.4,-10.7,1015.2,1024.0,14.82,-0.8,805367.8388098251
20160207,-2.3,-9.1,4.9,-11.1,1014.7,1023.5,16.04,-1.2,804990.973796302
20160208,2.2,-5.7,8.1,-5.3,1009.0,1017.6,12.61,0.9,806002.0096320645
20160209,2.6,-1.0,7.8,-7.7,1014.3,1022.9,16.34,2.5,807063.6566196701
20160210,3.3,-4.6,12.7,-8.6,1017.7,1026.3,16.65,2.7,806873.7149987187
20160211,6.8,-1.8,14.7,-3.5,1016.6,1025.1,9.97,4.5,806186.3336046381
20160212,10.0,7.7,11.9,8.6,1009.6,1017.9,2.22,8.2,807105.3486521285
20160213,13.0,9.0,18.7,11.7,999.3,1007.4,7.33,13.1,806330.3033687384
20160214,-0.1,-3.6,8.9,-4.4,1006.7,1015.4,5.43,3.1,805995.8879750038
20160215,-3.3,-6.7,0.8,-11.1,1013.3,1022.1,17.51,1.2,805013.668835907
20160216,-0.2,-3.7,4.4,-4.5,1011.2,1019.9,9.97,1.5,806143.2444270005
20160217,0.9,-4.3,6.8,-6.3,1016.7,1025.4,16.0,2.3,806166.1636640122
20160218,3.8,-3.5,9.8,-3.0,1014.8,1023.4,12.41,2.4,805409.4696744103
20160219,3.5,0.0,6.3,-1.8,1018.6,1027.3,5.39,2.0,805353.015431043
20160220,2.5,-1.0,8.9,-6.6,1015.1,1023.7,14.42,3.1,805449.618920123
20160221,0.4,-3.7,5.8,-10.3,1022.1,1030.9,14.64,1.8,805334.6192855842
20160222,2.9,-1.4,7.0,-9.0,1021.9,1030.6,9.29,3.0,806730.7655004493
20160223,2.5,-2.7,8.1,-6.2,1021.3,1030.0,13.08,3.2,804913.8226598578
20160224,-1.7,-6.5,4.1,-11.0,1025.1,1034.0,17.53,1.4,805347.9498607034
20160225,0.5,-5.7,6.1,-7.5,1025.4,1034.2,15.27,1.0,806984.1903105223
20160226,2.5,-0.1,5.9,0.7,1020.3,1029.1,7.98,2.6,804930.4690254291
20160227,5.4,1.5,11.3,0.0,1015.9,1024.5,15.7,6.6,804803.9357213351
20160228,2.2,-0.9,5.7,0.0,1013.0,1021.7,2.58,2.6,807332.6535208547
20160229,-2.7,-5.5,0.3,-8.1,1017.6,1026.5,14.92,0.4,805402.499984241
20160301,-1.4,-7.5,4.9,-8.6,1020.2,1029.0,20.16,2.2,776329.3709271231
20160302,3.0,-4.3,10.2,-2.6,1017.6,1026.3,19.68,3.7,777281.6460105951
20160303,7.4,-0.2,17.0,1.9,1015.7,1024.2,16.37,6.5,775698.2277015736
20160304,9.8,5.4,13.0,6.9,1016.5,1025.0,3.5,8.4,774843.1629465702
20160305,12.2,7.7,18.0,10.8,1011.1,1019.4,6.42,11.3,776209.128165769
20160306,10.3,6.5,14.7,4.0,1010.8,1019.2,15.59,12.0,774908.1847913164
20160307,9.0,3.4,16.3,2.5,1009.8,1018.2,9.72,8.2,775703.7318289089
20160308,5.0,1.7,7.8,-5.0,1014.2,1022.8,6.3,5.0,775386.034543653
20160309,2.2,-1.1,8.4,-8.8,1014.9,1023.6,19.52,5.2,777881.3128649768
20160310,0.3,-3.1,5.6,-11.4,1018.0,1026.7,21.41,3.8,774799.55109458
20160311,0.6,-4.3,6.4,-10.2,1017.1,1025.8,22.24,3.8,775918.6406019176
20160312,2.8,-5.0,10.2,-9.0,1017.0,1025.7,19.84,3.8,775058.6922116972
20160313,4.1,0.8,9.2,-3.9,1015.5,1024.1,8.75,4.2,775342.1606392217
20160314,4.4,0.3,10.2,-2.4,1014.3,1022.9,11.89,4.9,775968.2269752248
20160315,6.0,-2.7,14.0,-5.9,1015.3,1023.8,20.56,6.6,776924.4744585212
20160316,9.2,3.5,17.1,-5.3,1013.7,1022.1,20.29,10.2,775888.4605540548
20160317,10.1,-0.5,18.9,-2.8,1012.1,1020.5,19.04,11.1,776267.1680173589
20160318,11.0,8.4,13.9,8.9,1004.3,1012.6,6.2,11.3,776247.0347959626
20160319,11.0,6.8,18.2,6.2,1006.8,1015.1,17.67,12.6,776566.9283535393
20160320,9.7,3.0,17.5,2.1,1012.5,1020.9,21.82,12.2,775956.9998855044
20160321,9.5,2.3,17.4,0.9,1014.9,1023.3,21.51,12.3,776014.9063185197
20160322,9.4,1.5,17.6,-0.5,1011.1,1019.5,22.6,12.3,776013.2600571441
20160323,8.3,4.6,14.5,-0.9,1011.2,1019.6,19.14,11.6,776218.0233940647
20160324,6.9,1.6,13.3,-3.7,1015.8,1024.3,21.04,10.7,776198.1017130447
20160325,6.8,1.2,13.3,-3.5,1015.6,1024.2,21.97,10.1,774802.6938319942
20160326,6.4,-0.2,12.9,-3.1,1013.3,1021.8,21.91,10.5,775812.9461541453
20160327,7.2,-0.3,15.1,-3.9,1012.4,1020.8,21.85,11.1,774891.9177003311
20160328,9.4,-0.3,17.9,-3.9,1013.6,1022.0,24.33,12.3,774729.6869438083
20160329,12.9,6.5,18.3,3.4,1011.0,1019.3,14.79,12.7,775406.778618422
20160330,14.4,7.6,22.9,3.0,1011.4,1019.6,23.79,16.4,773511.4717268217
20160331,13.1,5.1,21.7,-1.3,1008.5,1016.8,17.54,13.9,775791.2669268481
20160401,15.0,4.8,25.4,-1.5,1007.2,1015.4,24.42,17.2,748205.0548519114
20160402,16.0,6.9,24.6,1.4,1010.2,1018.4,21.9,18.3,750356.7628246716
20160403,13.4,10.8,16.4,7.4,1008.8,1017.0,6.48,14.0,750678.2967965598
20160404,13.5,10.1,18.3,7.6,1005.4,1013.6,19.2,16.5,750352.7598003675
20160405,13.0,5.6,20.8,-2.4,1008.5,1016.8,26.62,17.1,748615.5710956468
20160406,13.9,5.5,23.7,1.8,1007.7,1015.9,16.41,16.1,750288.5217603324
20160407,13.2,9.1,18.6,9.3,1001.2,1009.4,12.76,13.9,749138.7776706213
20160408,14.0,8.3,21.8,8.0,1007.5,1015.8,22.03,14.7,748277.2945717755
20160409,15.9,9.8,23.3,7.5,1006.1,1014.2,20.78,16.4,750508.1528350945
20160410,16.6,10.7,24.6,8.2,1004.8,1012.9,22.78,19.3,750310.5242457716
20160411,13.2,8.4,19.0,4.5,1010.7,1019.0,26.86,18.0,751712.3696167145
20160412,14.8,7.5,22.1,3.5,1007.0,1015.2,20.81,17.4,749192.2797278829
20160413,14.4,11.9,19.0,13.1,999.1,1007.2,8.95,16.1,749658.9909298889
20160414,15.4,10.5,21.3,9.9,1004.5,1012.7,21.2,18.4,749821.2647902352
20160415,15.6,6.7,24.8,5.4,1010.8,1018.9,27.3,17.4,750836.1169581704
20160416,14.8,9.0,20.5,10.4,999.4,1007.5,8.72,14.6,752197.5258521325
20160417,12.2,9.9,16.8,3.7,999.0,1007.2,19.01,13.5,749171.8749136906
20160418,12.3,8.4,18.3,6.1,1007.6,1015.9,23.73,14.7,748398.861341187
20160419,12.8,6.4,19.3,5.1,1014.6,1023.0,27.7,16.4,750570.7445108243
20160420,13.1,7.1,18.0,7.1,1010.9,1019.2,9.34,13.3,750374.6329341251
20160421,13.7,10.8,16.6,12.6,998.3,1006.4,6.03,14.3,749173.0128909849
20160422,17.4,12.6,24.5,12.9,1001.7,1009.7,24.25,18.7,749642.1899362848
20160423,15.4,11.3,22.2,5.0,1005.4,1013.6,17.52,17.1,749765.5653014414
20160424,15.4,7.0,24.0,2.0,1006.9,1015.1,26.68,17.2,750293.319847257
20160425,17.7,8.9,26.6,4.6,1009.4,1017.5,26.84,19.6,750478.4880766941
20160426,19.9,9.6,29.2,5.6,1006.3,1014.3,23.77,21.2,749091.0798388444
20160427,13.3,11.5,19.4,9.7,1001.1,1009.3,5.32,14.9,751101.463357413
20160428,14.3,9.8,20.5,9.0,1000.0,1008.2,17.14,17.7,749144.3727724487
20160429,15.1,8.5,22.1,6.6,1004.4,1012.5,27.41,18.9,749816.92597973
20160430,17.2,9.5,24.0,6.8,1004.7,1012.8,25.66,19.7,751503.4362831565
20160501,19.5,11.2,27.6,7.6,1006.2,1014.2,28.09,22.1,741075.52685136
20160502,19.8,12.1,29.0,13.1,1003.9,1012.0,22.04,22.1,742131.317542073
20160503,14.3,10.6,18.5,12.1,990.0,998.1,2.47,15.2,739175.3550971394
20160504,17.1,12.5,23.0,4.1,998.6,1006.6,30.8,18.3,742245.6104953084
20160505,19.6,9.2,27.9,7.4,1005.4,1013.4,27.31,21.8,738245.8662668137
20160506,20.5,14.5,26.2,15.3,999.1,1007.0,14.77,21.8,740651.0863072552
20160507,17.1,11.3,24.6,7.2,1006.6,1014.7,29.76,22.6,740192.9832049094
20160508,19.1,9.8,27.5,7.7,1007.9,1016.0,27.51,24.3,741149.9526282044
20160509,20.0,14.6,26.6,9.9,1002.5,1010.5,18.29,24.3,741291.5806965689
20160510,14.1,12.5,17.7,12.5,998.2,1006.3,3.54,15.8,740652.0887456385
20160511,17.0,11.9,23.3,12.3,1001.7,1009.8,28.32,21.0,739660.8101475011
20160512,18.8,11.7,25.7,12.3,1005.4,1013.4,30.64,23.4,740593.3141971042
20160513,17.6,14.1,22.5,11.2,1012.0,1020.1,21.15,20.8,742173.2635532558
20160514,20.3,13.5,26.5,10.9,1013.1,1021.2,30.6,25.0,742611.4671486481
20160515,19.7,14.2,26.2,14.4,1002.3,1010.3,19.91,23.1,741609.2813461294
20160516,15.9,10.0,22.2,5.9,1003.2,1011.3,29.91,20.4,741745.5253053908
20160517,19.1,10.7,27.0,9.1,1008.1,1016.1,31.34,23.7,741988.6762110223
20160518,21.5,12.0,29.8,10.4,1010.1,1018.0,30.91,26.2,741575.0113071344
20160519,23.3,14.6,31.3,10.3,1009.4,1017.4,31.21,27.1,740529.9363706375
20160520,22.7,14.5,30.1,9.1,1009.5,1017.5,30.79,26.9,740019.4983447603
20160521,23.1,16.3,29.4,6.8,1010.1,1018.0,30.47,27.1,740289.0991864838
20160522,22.6,13.7,30.3,7.5,1008.3,1016.3,32.54,27.7,741618.3759024653
20160523,23.1,15.0,30.4,10.8,1004.7,1012.6,26.78,28.3,741647.1963938717
20160524,18.3,15.5,21.9,15.5,999.8,1007.8,7.16,21.3,741411.7076457643
20160525,19.5,12.4,25.5,14.4,1002.5,1010.5,26.99,22.1,740660.0502613753
20160526,21.0,15.6,26.4,15.9,1002.5,1010.5,20.54,23.2,742356.576786305
20160527,22.9,17.9,29.1,13.3,1003.3,1011.2,24.59,26.6,741502.2102083848
20160528,22.0,18.2,28.0,12.6,1000.4,1008.3,24.86,25.9,741543.5474866953
20160529,21.1,17.5,26.9,12.6,997.3,1005.2,20.17,25.0,740673.0794352039
20160530,22.0,14.4,29.4,14.8,999.4,1007.3,29.85,27.6,740362.9547936269
20160531,22.0,16.2,27.9,14.3,1000.0,1007.9,25.98,28.1,739865.0002906037
20160601,22.9,18.5,28.4,13.9,999.3,1007.2,30.03,29.6,717699.047294262
20160602,22.5,15.1,29.3,10.9,1002.4,1010.3,28.52,30.3,717298.114642777
20160603,22.7,17.1,29.0,13.7,1003.1,1011.0,27.49,28.2,717719.1706641576
20160604,19.9,17.1,22.0,15.6,1001.3,1009.3,6.31,21.8,718554.5257213567
20160605,22.9,14.6,30.3,13.4,1002.9,1010.8,30.93,29.0,716449.501284457
20160606,20.8,18.4,24.5,15.8,1005.1,1013.0,15.59,26.1,718771.7874727604
20160607,21.9,18.4,26.7,17.1,1002.7,1010.6,17.95,25.1,717718.2531588533
20160608,22.4,19.1,27.1,16.9,1001.9,1009.9,17.7,27.3,718177.9023758159
20160609,24.0,17.5,30.2,16.5,1003.0,1010.9,28.49,31.1,716329.2851953858
20160610,25.3,19.6,31.2,18.4,1003.7,1011.5,24.71,31.2,718345.0442648863
20160611,25.6,20.9,29.8,19.8,1002.4,1010.2,22.68,32.7,717942.8912342928
