year,month,day,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최다풍향(16방위),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C)
2015,2,1,-2.3,-8.6,5.5,0,2.4,0.9,320,-9.9,59.4,1024.6,1033.5,9.6,15.45,0,0.3,0,-1
2015,2,2,-0.5,-5.8,6.7,0,2,0.8,320,-8.8,57.3,1023,1031.9,8,13.14,0,3.1,0.6,0.1
2015,2,3,0.5,-5.2,7.1,0,2,0.8,320,-6.6,61.3,1020.5,1029.3,5.5,10.2,0,5.3,1.4,0.1
2015,2,4,0,-4.1,4.9,0,2.9,1.1,320,-3.2,80.1,1015,1023.8,4.7,8.43,0,4.8,3.6,-0.1
2015,2,5,0.5,-3.1,5.3,0,3.7,1.5,320,-4.3,71.6,1015.4,1024.2,7.4,10.1,0,2.8,2.8,1
2015,2,6,1.4,-3,7.8,0,4.5,1.5,200,-3.8,70.3,1017.6,1026.3,9.3,14.85,0,3.8,1.8,2
2015,2,7,1.7,-2.5,5.4,0,4,1.1,320,-2.5,74.6,1013.3,1022,3.2,8.05,0,7.5,5.1,1.7
2015,2,8,-6,-8.8,2.8,0,6,3.6,320,-15.3,48.9,1018.1,1027.1,9.4,16.61,0,0.9,0.9,-2
2015,2,9,-4.5,-12.4,1.4,0,4.6,1.8,290,-12,57.6,1019.4,1028.4,9.1,14.99,0,3.3,3.3,-2.4
2015,2,10,3.8,-0.5,9.2,0,3.6,2.1,200,-2.5,65.1,1010.6,1019.2,8.7,11.96,0,4.4,4.3,1.6
2015,2,11,5.2,1.8,9.6,0,3.1,1.8,200,0.4,72.4,1005.1,1013.6,6,9.53,0,6.1,5.4,2.7
2015,2,12,-0.5,-4.1,4.4,0,5.7,2.7,320,-11.4,44.1,1006.7,1015.4,9.9,17,0,0.4,0.4,0.8
2015,2,13,-0.8,-5.6,5.2,0,5.3,2,320,-11.4,46.1,1012.1,1020.9,10,17.01,0,0,0,-0.3
2015,2,14,2.4,-4.7,9.7,0,4.1,1.3,320,-2.2,72.6,1013.7,1022.3,7.9,12.89,0,1.8,1.8,1.1
2015,2,15,6.1,0,11.7,2.3,5.7,2,110,1.7,75.8,1012.4,1020.9,0.5,7.72,0,9.5,3.147782705,4.2
2015,2,16,4.8,4.4,6.2,17,5.3,2.2,110,4.4,97.8,1006.6,1015.1,0,1.33,0,10,3.147782705,4.7
2015,2,17,3.1,1.5,5.6,0,4.1,1.9,320,-0.5,77,1008.7,1017.3,1.7,5.82,0,9.4,3.147782705,3.3
2015,2,18,1.8,1.1,4.2,0,3.5,1.3,320,-2,75.6,1013.3,1022,0.3,4.25,0,9.4,3.147782705,2.3
2015,2,19,2.4,-1.9,8.7,0,2.8,0.9,320,-2.6,71.4,1018.3,1027,7.7,15.82,0,3.4,3.4,3.6
2015,2,20,4.8,-3.2,12.3,0,2.6,0.9,320,-1.8,65.4,1017.8,1026.4,6.8,14.59,0,4.6,3.3,4.5
2015,2,21,6.5,5.3,7.4,6.7,6.6,1.8,110,3.8,84,1009.9,1018.4,0,3.39,0,10,3.147782705,5.6
2015,2,22,6,0.8,10.8,1,4.6,1.9,320,2.1,77.8,1008.9,1017.4,5.3,12,0,7.1,3.147782705,7
2015,2,23,3,0.4,9.2,0,3.8,1.4,248.5172982,-3.2,64.4,1011.9,1020.5,6.9,15.66,0,6.4,6,5.3
2015,2,24,3.5,-0.9,10.1,0,3.4,1.2,290,-3.1,64.6,1011,1019.6,8.4,17.26,0,2.7,1.3,4
2015,2,25,5.8,-0.2,12.4,0,3.5,1,110,-2.4,58.9,1010.6,1019.2,4.1,11.43,0,6.9,4.5,5.3
2015,2,26,3.3,-1.8,7.5,0,7.4,3.5,320,-6.5,51.5,1011.8,1020.4,7.9,16,0,4.3,3.5,5.5
2015,2,27,-0.4,-3.5,4.1,0,4.7,1.9,248.5172982,-11.1,45.8,1019.1,1027.9,9.6,17.52,0,4.5,1,3.2
2015,2,28,2.1,-4.1,7.1,0,4.8,1.4,110,-4.8,61.1,1018.3,1027,0.3,7.1,0,7.9,3.147782705,2.4
2015,3,1,3,-0.1,6.6,0.6,4.4,2,290,-2.2,70.5,1012,1020.7,5.1,10.64,0,5.6,3.147782705,4
2015,3,2,3.8,-3.1,11,0,3.6,1.5,180,-6.4,51.3,1011.4,1020,10.5,20.08,0,1.3,0,4.4
2015,3,3,4.6,1,9.7,0.3,6.2,1.9,320,-2.5,60.9,1005.2,1013.7,0.7,8.25,0,9.3,3.147782705,6
2015,3,4,-0.4,-3.5,4.9,0,6.5,3.3,320,-10.9,47.3,1013.9,1022.6,10.7,20.84,0,1.3,1,2.8
2015,3,5,0.3,-6,6.9,0,2.6,0.9,360,-9.8,50.8,1018.1,1026.9,8.6,17.18,0,3.1,0.8,2.3
2015,3,6,3.9,-4,12.1,0,4.7,1.2,320,-6.9,48.6,1015.5,1024.1,10.8,20.18,0,0,0,4.6
2015,3,7,4.9,-2.4,12.6,0,3.3,1.2,320,-7.3,46.1,1015.5,1024,10.8,20.72,0,0.8,0,5.4
2015,3,8,7.7,-2.1,16.8,0,3.3,1.2,90,-4.6,46,1014.2,1022.7,9,18.06,0,3.6,0.9,7.2
2015,3,9,4.4,-4.1,11,0,7.4,3.1,320,-8.8,39.5,1012.6,1021.2,9.1,18.79,0,3.9,1.8,7.7
2015,3,10,-1.7,-5.5,2.7,0,6.8,3.9,320,-14.5,39.1,1016.9,1025.8,11,22.85,0,1.6,1.6,3
2015,3,11,2.1,-3.2,8.5,0,5.1,2.5,230,-6.8,53.8,1013.2,1021.8,8.2,15.56,0,2.6,2.6,3.4
2015,3,12,3.7,-2.5,10.6,0,5,2,200,-9.2,41.8,1012.1,1020.7,11,21.72,0,1.9,1.5,7.1
2015,3,13,6.6,1.9,12.5,0.9,4.2,2,340,-3.5,54.5,1011.2,1019.7,3.9,12.41,0,5.9,4.4,7.9
2015,3,14,5,-2.9,12.3,0,3.2,1.2,320,-6.8,46,1015.3,1023.9,9.1,20.12,0,1.9,0,7.5
2015,3,15,6.8,-1.7,15.9,0,3.1,1.1,320,-5,47.6,1014,1022.5,10.1,19.51,0,2.6,0,9.5
2015,3,16,10.3,0.6,20.4,0,2.4,0.9,320,-3.6,42.9,1012.3,1020.7,9.3,19.06,0,2.3,0,12.5
2015,3,17,13,3.9,20.9,0,2.8,0.9,320,-0.4,42.8,1009.3,1017.5,4.9,13.99,0,6.4,3.1,13.3
2015,3,18,9.7,8.5,12.7,37.4,6.3,2.3,90,7.2,86.6,1003.3,1011.6,0,1.77,0,9.5,6.9,9.1
2015,3,19,13.8,7.4,21.4,0,3.1,1.3,320,7.4,68.3,1005.4,1013.6,11,22.14,0,3.3,1.8,15
2015,3,20,14,8.9,21.7,0,3,0.8,340,1.5,49,1009.3,1017.5,7.5,17.69,0,5.5,2,13.4
2015,3,21,12.4,5.2,19.7,0,5,1.6,200,-0.1,46,1008,1016.3,9.7,20.77,0,0.5,0,12
2015,3,22,9.7,3.1,17.2,0,6.1,2.5,320,-3.5,48.9,1012.5,1020.9,10.4,22.16,0,0,0,11.3
2015,3,23,5.3,-0.4,11.7,0,5.8,2.4,320,-8.7,38.1,1018.1,1026.7,11.6,24.63,0,0,0,8.5
2015,3,24,5.7,-1.4,13.6,0,4,1.3,230,-6.6,45.1,1022.7,1031.3,11.5,24.21,0,0,0,9.6
2015,3,25,6.8,-2.1,15.6,0,3.2,1.2,320,-6.8,43.8,1026.1,1034.7,11.7,24.78,0,0,0,10.9
2015,3,26,8.5,-0.7,17.8,0,3.8,1.4,340,-5.5,40.5,1025.1,1033.6,11.7,24.53,0,0,0,12.5
2015,3,27,9.5,0.4,18.8,0,3.5,1.2,290,-4.6,40.9,1018.3,1026.7,10.4,20.19,0,2.3,0,11.5
2015,3,28,10.6,0.6,20.2,0,5.1,1.6,200,-3.9,39.8,1010.5,1018.9,9.3,22.42,0,3.4,3,14.6
2015,3,29,12.9,8.4,19.7,0,4.1,1.2,320,2.3,50,1009.3,1017.6,6.3,17.31,0,4.4,3.4,14.8
2015,3,30,14.8,6,23.4,0,3.4,1.3,230,6.3,62.1,1010.1,1018.3,10.3,22.87,0,0,0,17.4
2015,3,31,12.2,9.1,13.4,5.5,3.5,0.8,320,10.9,92.6,1007,1015.2,0,3.08,0,8.6,6.9,11.7
2015,4,1,11.9,10.1,14,0.6,7.2,2.4,340,10.4,91.1,1007.1,1015.3,0,3.31,0,9.3,7.6,12.1
2015,4,2,16.1,9.3,23.3,4.2,9.1,5.2,110,11.6,75.5,997.9,1005.9,7.1,18.29,0,7.1,5.8,17.8
2015,4,3,12,9.5,19.6,13,5.2,2.1,200,10,88.4,998.5,1006.7,0.8,8.1,0,7.8,4.8,13.1
2015,4,4,12,8.4,18.2,13.5,5.8,3.2,110,7.3,75.1,1005.8,1014.1,5.2,12.19,0,6.5,4.1,12.6
2015,4,5,10.4,8.2,11.7,3.1,4.1,1.5,110,9.8,96.5,1006,1014.4,0,3.95,0,10,6,12.1
2015,4,6,10.4,6.7,12.3,2.1,2.7,1.1,360,8,86.1,1010.3,1018.6,0,5.41,0,9.1,4.1,11.8
2015,4,7,8.3,4.4,13.4,0,5.1,1.9,110,4.7,78.9,1015,1023.5,2.3,11.38,0,8.5,5,10.8
2015,4,8,9.4,6.6,13.9,0,3.7,1.9,110,4.2,71.3,1017.3,1025.7,2.1,13.47,0,8.1,7.3,11.6
2015,4,9,10.3,5.2,16.7,0,3.2,1.2,320,3.3,65,1016.3,1024.8,10.1,22.11,0,3.9,2.5,13.5
2015,4,10,11.5,4,19,0,3.1,1.3,340,1.4,54.6,1014.4,1022.8,10.8,24.78,0,0,0,14.2
2015,4,11,13.6,4.4,22.4,0,2.9,1.1,340,0.6,46.3,1016.9,1025.2,11.4,25.84,0,0.9,0,16
2015,4,12,13,6.5,18.3,0,7,2.8,90,0.6,46.6,1016.1,1024.4,1.5,12.22,0,7.6,2.3,12.9
2015,4,13,10.8,8.8,13.2,1.5,7.8,3.3,90,6.5,75.8,1009.4,1017.7,0.2,5.43,0,9.6,5.4,10.6
2015,4,14,9,6.9,13.3,10.5,3.7,1.2,360,6.4,84.6,1000.2,1008.6,2,10.84,0,9.1,6.4,12.2
2015,4,15,11.9,6.8,18.3,1.9,5.7,2.1,200,7,74.5,1001.3,1009.5,8.9,23.69,0,4.3,2.6,14
2015,4,16,11.3,6.6,21.3,2.4,6.9,2.2,200,6.8,76.1,1001.8,1010.1,7,13.13,0,2.4,1.5,10.9
2015,4,17,11.1,4.3,18.3,0,5.6,1.9,200,0.5,53.1,1009.2,1017.5,11.2,27.06,0,1.4,0,13.4
2015,4,18,13.1,3.3,21,4.8,4.6,0.9,320,3.1,55.6,1007.5,1015.8,5.2,14.14,0,6.1,4,14.6
2015,4,19,14.3,12.1,16.7,4,2.5,0.8,320,13.8,97.3,998.7,1006.9,0,4.21,0,10,5.3,14.8
2015,4,20,11.5,8.2,15.3,13,4,1.8,340,11,97,998.6,1006.8,0,3.63,0,7.9,4.6,12.5
2015,4,21,13.3,6.2,22.6,0,3.4,1.3,200,5.6,65.5,1008,1016.3,9.4,26.08,0,4.3,2.3,15.8
2015,4,22,13.6,6.7,19.9,0,5.4,1.8,200,5.2,59.4,1010.8,1019.1,10.3,22.99,0,3.6,1.4,15.1
2015,4,23,14.5,6,22.7,0,5.6,1.8,200,0.1,47.5,1013.2,1021.5,12.1,26.73,0,2.5,0,15.9
2015,4,24,17.2,11.5,24.7,0,4,2,180,4.6,45,1011.6,1019.7,11,25.92,0,2.4,1,17.7
2015,4,25,16.4,6.8,25.8,0,3.4,1.4,270,1.2,41.1,1012.2,1020.3,12.6,28.62,0,0,0,18.6
2015,4,26,18,7.9,27,0,4.8,2,180,1.8,37,1011.1,1019.2,12.3,27.53,0,0,0,19.9
2015,4,27,19.3,10.7,26.9,0,5.5,1.8,180,2.2,33.3,1008.5,1016.6,12.4,27.61,0,2,0,21.7
2015,4,28,17.7,10,24.6,0.5,5.6,1.4,320,9.3,61,1005.4,1013.5,3.7,13.98,0,7.6,2.8,19.1
2015,4,29,16.3,14.6,18.7,20.1,6.1,2.5,110,14.8,91.1,1003.9,1012,0,5.7,0,9.8,5.6,17
2015,4,30,20.2,14.7,25.7,0,4.2,1.7,140,14.4,71.5,1004.9,1012.9,9.7,23.86,0,5.1,3.9,21.1
2015,5,1,21.3,14.1,28.8,0,2.6,1,160,15.7,73.1,1005.5,1013.5,10.4,25.93,0,1.6,1.6,24.1
2015,5,2,21.7,15.8,27.4,0,3.3,1.2,200,16.1,72.5,1003.7,1011.7,7.9,22.33,0,6,3.8,23.6
2015,5,3,19.2,17.1,21.8,5.3,3.7,1.2,20,17.6,90.8,998.7,1006.7,0,7.42,0,10,5.1,20.7
2015,5,4,16.4,10.2,21.3,0,7.4,2.6,320,6.4,58,1001.9,1010,11.8,27.61,0,3.1,1.8,20.2
2015,5,5,13.6,5.7,21.4,0,4.7,1.9,200,2.8,52.1,1004.1,1012.3,13.1,30.84,0,0.4,0,18.3
2015,5,6,14.8,6.4,23,0,2.1,0.9,340,4.7,53.8,1004,1012.1,5.4,19.14,0,6.8,1.5,16.9
2015,5,7,16.7,8.1,25.1,0,3.2,1.3,320,4.3,48.6,1004.6,1012.7,11.5,26.71,0,2.3,0.5,20.1
2015,5,8,16.5,9.3,21.4,0,3.8,1,230,8.4,60.5,1005.4,1013.5,4.6,15.36,0,7,4,18
2015,5,9,19,14.6,25,0,2.8,1.2,340,11.2,62.4,1005,1013,8.8,25.61,0,4.4,2.4,23.1
2015,5,10,19.8,12.1,26.7,0,5.9,1.2,110,10.8,60.4,1009,1017,12.2,28.56,0,0.9,0.9,24
2015,5,11,18.2,13.5,24.6,10,7.5,3.8,110,13.4,76.3,1002.4,1010.4,5.3,16.62,0,7.8,2.6,20.6
2015,5,12,14.9,11.6,19.3,10.9,6.1,3,200,10.3,76,994,1002.1,10.3,24.6,0,5.1,4.4,18.4
2015,5,13,19.8,13.6,25,0,6.2,3,200,10,55.8,997.7,1005.6,12.7,29.35,0,0.8,0.5,20.3
2015,5,14,22.3,14.6,29.1,0,4.1,1.9,200,14.3,61.6,999.6,1007.5,9.4,20.44,0,3.4,2.4,22.8
2015,5,15,20.2,16.9,22.6,0,4.3,1.9,180,17.3,84,1001,1008.9,0.9,11.31,0,8.1,4.4,21.1
2015,5,16,19,13.7,26.1,0,4.8,1.7,320,6.7,69.83786301,1002.6,1010.6,11.7,31.22,0,1.3,0.6,23.2
2015,5,17,18.6,10.1,26.8,0,2.4,1.1,250,5.6,47.5,1003,1011.1,11.6,28.02,0,5.9,0,21.9
2015,5,18,18.7,14.5,24,0,3.7,1.2,320,10.1,59.5,997.3,1005.3,5.6,18.34,0,8.1,2.9,20.7
2015,5,19,18.1,14.4,23.7,0,4.9,2.1,200,13.6,76.3,998.6,1006.6,5.7,17.48,0,6.9,5.1,20.6
2015,5,20,16.9,11.1,22.7,0,5.2,2.1,320,8.2,61,1000.9,1009,13.3,32.28,0,0.9,0.9,23
2015,5,21,19,11.1,27,0,4.1,2.1,180,8.8,55.3,1006.4,1014.5,13.3,31.22,0,1.6,0.1,24.3
2015,5,22,21.3,15,28,0,3.7,1.8,180,8.7,47.4,1006.2,1014.2,10.7,29.19,0,5.6,0,26.1
2015,5,23,21.4,14.6,28.5,0,3.2,1.2,340,8.3,46.6,1003.2,1011.2,12.2,29.26,0,4.4,2,26.9
2015,5,24,20.8,12.5,29.2,0,3,1.3,340,5.8,41.3,1000.8,1008.8,13.6,31.6,0,0.4,0.4,26.7
2015,5,25,20.9,12,29.8,0,3.7,1.5,320,10.1,52.8,1001.4,1009.4,13.4,30.81,0,0,0,27.1
2015,5,26,22.3,13.3,31.8,0,4,1.3,320,9.5,51.1,1003.7,1011.6,13.3,31.86,0,0.6,0,28.3
2015,5,27,23.3,13.2,32,0,2.9,1.2,320,6.5,41.4,1002.3,1010.2,12.7,32.47,0,2.3,1.5,28.5
2015,5,28,24.5,17.4,32.1,0,3.4,1.3,320,8.9,40,1000.8,1008.6,11.5,29.19,0,2.9,1.8,30.1
2015,5,29,24.4,17.1,30.9,0,3.6,1.5,320,11.6,46.5,999.5,1007.3,10.9,27.36,0,5,2.5,30.8
2015,5,30,18.5,15.9,22.5,2.7,3.3,1.3,340,15.2,81.8,998,1005.9,3.7,11.43,0,6.9,2.9,20.4
2015,5,31,21.1,14.3,28.6,0,2.3,1.1,320,13.3,66.4,1000.3,1008.2,9.8,25.66,0,4.3,1.6,25.1
2015,6,1,23.3,15.8,30.2,0,4.2,1.4,250,12.5,53.5,1002.2,1010.1,12.5,28.27,0,4.6,0.9,28.9
2015,6,2,22.5,18,29.3,0,2.9,1,290,13,56.9,1000.1,1008,4.8,19.02,0,7.4,2.5,27.8
2015,6,3,22.1,17.2,27.5,0,5.8,2.2,340,8.7,46.1,1000,1007.9,11.8,31.42,0,4.5,0.9,29.1
2015,6,4,22.9,13.5,30.1,0,3.6,1.5,320,8.1,42.8,1002,1009.8,9.7,27.69,0,5.1,2.8,29.7
2015,6,5,18.8,14.4,23.2,0.1,5,1.7,180,10.2,58.5,999.1,1007.1,2.3,13.2,0,6.9,4,22
2015,6,6,22.1,14,29.3,0,3.6,1.3,200,12,55.9,1004.4,1012.3,12.6,29.33,0,3.1,1.8,29.6
2015,6,7,24.1,16.9,31.2,0,2.6,1.2,250,13.8,55.5,1005.1,1013,12.1,29.26,0,3.6,1,31.5
2015,6,8,22,18,25.9,0,1.7,0.7,320,14.7,63.9,999.7,1007.6,1.3,12.78,0,8,4.3,26.4
2015,6,9,23.1,17.1,30,0,3.2,1.2,320,15.7,66.5,999.2,1007,9.1,26.36,0,5.5,3.1,30.1
2015,6,10,25.8,17.8,35,0,4.5,1.5,90,16.7,62.5,999.5,1007.3,10.1,26.87,0,3.3,0,32.5
2015,6,11,23.2,19,27.3,1.3,4.5,1.7,110,17.6,72.1,994.7,1002.5,0.4,9.53,0,8.3,3.4,25.9
2015,6,12,24.8,20.2,30.7,0,4.7,2.5,200,15.7,60,995.9,1003.7,12.6,29.59,0,3.4,2,31.7
2015,6,13,26.2,20,32.5,0,5.8,2.2,200,15.7,53.6,997.8,1005.6,8,22.76,0,5.4,1,31.5
2015,6,14,23.1,19.3,28.1,5.5,5.4,1.5,320,18.1,75.1,999.6,1007.5,6.8,19.03,0,7.1,5.3,24.6
2015,6,15,24.9,21.7,30.1,0,2.8,1,290,19.4,72.4,999.2,1007,5.1,19.87,0,8.3,4.6,29.3
2015,6,16,24.6,21,30.3,0.6,4.4,1.2,290,19.6,75.5,997.4,1005.2,8.2,24.43,0,7,3.5,28.5
2015,6,17,22.5,19.9,27.7,0.6,2.8,0.9,20,20.2,87.8,996.6,1004.5,1.2,9.97,0,9.5,5.8,25.3
2015,6,18,25,19.3,31,0,5.1,2.9,110,16.4,60.4,997.6,1005.4,11.8,28.21,0,5.5,3.5,29.7
2015,6,19,25.1,20.8,30.5,0,4,1.9,140,17.2,63.1,1000.2,1008,10.2,24.77,0,6.1,5.9,33.3
2015,6,20,20.7,18,23.1,16.3,3.3,1.5,180,18.2,86.4,1001.1,1009.1,0.4,6.89,0,9,5.8,23.2
2015,6,21,23.5,17.9,28.7,0,3.5,1.2,20,17.9,73.8,1001.9,1009.7,11.3,27.54,0,5.5,5.5,27.6
2015,6,22,24.4,20,29.7,0,3.6,1.5,180,18.1,69.5,1002.2,1010,7.1,23.5,0,6.8,5.8,28.7
2015,6,23,25,18.3,30.9,0,3.2,1.4,360,16.8,62.8,1002.7,1010.5,12.2,28.55,0,5.1,2.4,31.9
2015,6,24,24,21.1,30.1,12.2,6.7,1.4,50,19.6,78.6,1000.9,1008.8,3.7,15.74,0,7.5,2.1,27.5
2015,6,25,21.8,19.7,24.9,15,4.5,1.6,50,19.3,86.3,995.5,1003.3,1.2,11.66,0,9,4.6,24.1
2015,6,26,20.4,18.8,22.7,66.9,3.8,1.6,340,18.7,90.5,988.8,996.6,0,8.55,0,9.1,6.1,22.4
2015,6,27,23.4,17.9,29.1,0,4.2,1.7,70,18.1,74.3,998,1005.9,11,26.78,0,4.4,3.5,29.2
2015,6,28,24.9,19.6,30.4,0,3.4,1.2,320,18.7,70.1,1001.7,1009.6,12.4,27.71,0,3.9,3,28.5
2015,6,29,25.7,19.8,31.7,0,3,1,320,19.4,70.3,999,1006.8,10.1,26.28,0,6.4,3.4,29.3
2015,6,30,22.3,19.7,26.8,1.3,5.9,1.5,110,19.6,85.4,991.3,999.1,0,8.35,0,9.6,6.6,23
2015,7,1,22.8,19.3,28.3,0,4.4,2,200,18.1,76.4,989,996.8,10.3,22.28,0,5.4,5.4,26.7
2015,7,2,23.6,18.5,28.8,0,5.3,2,180,17.3,70.4,994.1,1001.9,12.1,28.54,0,3.8,3.8,29.5
2015,7,3,23.7,20.2,29.4,0,3.7,1.5,320,16.1,65.9,997.9,1005.7,10.9,27.22,0,4.1,3.6,29.8
2015,7,4,23.3,16.5,29.9,0,3.1,1.4,200,14.4,61.4,1001.4,1009.3,13.5,31.94,0,4.4,2.8,31.3
2015,7,5,24.2,20.2,30.2,4.6,4.6,1.6,320,17.6,69.3,1003.2,1011.1,11.4,28.03,0,6.4,6.3,32.8
2015,7,6,24.3,20,29.1,0,3.3,1.3,110,19,74,1003.3,1011.2,8.5,23.09,0,6.5,4.3,30.1
2015,7,7,20.4,17.6,23.2,6.3,4.6,1.3,20,17.5,84.4,1002.7,1010.7,0,5.98,0,9.6,5,22
2015,7,8,21.4,18,25.1,8.3,3.6,1.4,320,20,92,1003.3,1011.2,0.2,10.87,0,10,6.5,23.2
2015,7,9,22,20.2,23.9,29.6,4.5,2.5,140,20.6,92,1006.8,1014.7,0,8.39,0,9.9,6.8,23.2
2015,7,10,26.5,21.7,31.5,0,4.2,2.4,110,22,77.4,1005.3,1013.1,11.9,25.82,0,5,2.8,31.4
2015,7,11,27.1,23.9,32.8,4,4.7,1.8,90,23.4,81.4,1001.5,1009.2,6.4,19.67,0,7.4,2.3,31.3
2015,7,12,24.8,23.2,26.6,7.3,8.5,4,110,23.2,91.4,987.5,995.2,0,4.96,0,9.5,6.3,25.3
2015,7,13,23.9,22.2,26.4,4.6,7.5,3.8,200,21.7,88.4,988.1,995.9,0.1,6.15,0,9,6.6,24.5
2015,7,14,26.4,22.7,31.4,0,5.3,2.4,200,21.9,77.8,996.1,1003.9,10.2,25.93,0,4.6,4.3,28.9
2015,7,15,27,21.9,32.9,0,5.9,1.9,70,21.2,73,998.2,1006,8.3,25.81,0,3.8,3,29.1
2015,7,16,25.1,20.9,29.5,0,5,2.7,90,17.6,64.1,998.4,1006.2,12.8,25,0,3.1,1.8,28.8
2015,7,17,23.2,18.4,27.3,0,3.3,1.6,20,16.4,65.8,998.3,1006.1,5.2,21.13,0,7.3,4.4,27.9
2015,7,18,24.4,21.5,27.8,0.4,3.5,1.2,180,20.7,80.5,1001.3,1009.1,1,11.61,0,9.9,4.9,27.1
2015,7,19,25.8,22.4,30.3,0,3.6,1.2,360,22.5,82.5,1002.4,1010.2,4.4,16.96,0,7.4,4.3,29.6
2015,7,20,27.4,24.2,31.4,0,4.3,2.6,110,23,77.8,1000.9,1008.6,4.2,19.86,0,7.8,4.3,33.5
2015,7,21,26.4,24.2,29.7,18.7,3.2,1.2,110,24.6,90.5,999.1,1006.9,1.3,9.74,0,9.5,5.1,30.1
2015,7,22,27.2,24.6,30.6,3.3,2.6,1.1,230,25,88.5,998.3,1006.1,3.8,13.84,0,8.6,5.5,28.4
2015,7,23,25.6,24.7,28.6,14.3,4.9,1,200,24.9,96.3,999.5,1007.3,0.8,7.87,0,8.9,6.6,26.2
2015,7,24,25.5,24.5,26.5,8.4,3.8,1.3,200,24.8,96.6,997.6,1005.4,0,2.76,0,9.9,6.1,25.8
2015,7,25,27.1,24.6,30.4,0,6.5,2.1,200,23.7,82.8,998.8,1006.5,2.8,13.17,0,8.5,5.4,27.7
2015,7,26,28.6,24.5,32.9,0,3.4,1.4,320,22.8,72.1,1000,1007.7,12.9,25.64,0,3,2.8,30.8
2015,7,27,25.7,24.6,28,4,3.8,1.1,200,23.8,89.8,1000.7,1008.5,2.3,8.13,0,8.3,5,27.6
2015,7,28,27.5,24.7,31.4,0,3.8,1.2,200,24.3,83.5,1000.4,1008.1,7.7,20.71,0,7.5,5.8,29.6
2015,7,29,27.1,24.6,31.2,31.8,3.1,1.3,200,25.4,91,999.5,1007.3,4.1,11.07,0,7.3,5.1,27.5
2015,7,30,29.4,25.9,34.3,0,4.1,1.8,200,25.3,80,1000.9,1008.6,9.9,25.12,0,3,3,30.8
2015,7,31,29.6,25.5,34,0,3.6,1.7,200,24.6,76.4,1001.5,1009.2,11.9,28.3,0,1.9,1.9,33.1
2015,8,1,29.3,25.4,33.8,0,4.1,1.7,200,24.1,75.4,1002.2,1010,12.6,27.77,0,3.6,2.3,33.8
2015,8,2,28,26,31.7,1.2,3.6,1.8,180,25,84.1,1002.5,1010.3,4.7,13.8,0,8.5,6.5,29.4
2015,8,3,29,25,33.4,0,4.9,2.1,200,22.8,71.4,1001.5,1009.3,13,27.86,0,1.3,0.6,34.7
2015,8,4,28.7,24,33.8,0,5.5,2.6,200,22.6,70.9,999.9,1007.6,12.6,28.01,0,1.1,1,33.7
2015,8,5,29,24.4,33.8,0,4.2,1.9,200,23.2,72.4,1000.9,1008.6,11.1,24.23,0,2,2,35.2
2015,8,6,29.9,24.7,35.2,0,2.9,1.1,320,24.1,72.5,1003.8,1011.5,11.8,26.47,0,3.3,3.3,36.8
2015,8,7,30.6,25.8,36.3,0,3.4,1.2,340,24.2,71,1006.7,1014.5,10.8,23.84,0,2.5,2.1,33.7
2015,8,8,27.7,25,34.3,2.3,5,1.2,360,24,81.6,1005.8,1013.6,7.4,16.6,0,3.9,2.3,31.5
2015,8,9,27.6,23.8,32.3,0,3.1,1.1,320,23,77.8,1003.2,1011,8,22.48,0,6.5,3.8,32.7
2015,8,10,26.3,23.2,29.9,0,2.2,0.9,360,22.4,80.1,1002,1009.8,1.6,14.28,0,8.6,5.1,30.1
2015,8,11,25.9,23.5,28.5,0,3.8,1.1,200,21.8,79.1,1000,1007.8,0,6.78,0,9.8,5,27.8
2015,8,12,25.3,21.8,30.2,0,4,1.6,110,19.6,71.3,997,1004.8,4.9,17.92,0,6,4.3,31.6
2015,8,13,26.4,22.2,32,0,3.5,1.4,200,21.6,76.1,997.3,1005.1,8.3,20.01,0,3.9,3,29.9
2015,8,14,27,21.9,32.8,0,3.1,1.4,200,21.7,75,998.3,1006.1,9.5,22.23,0,2.4,2.4,35.3
2015,8,15,28,22.5,33.6,0,3.2,1.1,320,22.1,72.3,1000.2,1007.9,8.6,22.77,0,4.8,4.6,36.6
2015,8,16,26.7,23,29.7,0,3.7,1.3,360,22,76.1,999.4,1007.2,0.3,10.3,0,7.5,4,29.7
2015,8,17,26.8,21,32.5,0,3.2,1.3,340,20.2,69,1000.1,1007.8,11.2,23.9,0,2.8,1.8,32.2
2015,8,18,27.9,23.1,33.2,0,4,1.5,90,20.6,66.4,1004.5,1012.3,9.5,22.86,0,5.4,2.4,33.9
2015,8,19,26.8,23.5,31.2,0,4.6,2.1,90,20.6,69.8,1005.3,1013.1,2.4,15.25,0,8,3.1,32
2015,8,20,24.8,22.6,28.2,3.5,3.3,1.3,200,21.5,83,1001.9,1009.7,0.2,9.56,0,9.8,5.3,27.1
2015,8,21,24.5,20.9,30.4,4.5,3,1.1,340,21.5,84.5,997,1004.8,6.5,19.58,0,7.3,3.8,27
